,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Cha Cha's White Chicken Chili,22302,"Delicious white bean chili. Cha Cha says: 'It's kinda spicy, so watch out!' Substitute mild green chiles for the jalapenos if you're scared! Use more chicken and cheese as desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9052304.jpg,4,684,1819,4.8,74.9,17.1,4.7,16.8,7.0,0.1019,0.488,0.0121,0.2077,1.818,1.896,"1 tablespoon vegetable oil #1 onion, chopped #3 cloves garlic, crushed #1 (4 ounce) can diced jalapeno peppers #1 (4 ounce) can chopped green chile peppers #2 teaspoons ground cumin #1 teaspoon dried oregano #1 teaspoon ground cayenne pepper #2 (14.5 ounce) cans chicken broth #3 cups chopped cooked chicken breast #3 (15 ounce) cans white beans #1 cup shredded Monterey Jack cheese "
1,Hearty Wheat Yeast Rolls,22303,Here is a hearty wheat dinner roll that will be sure to please all. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F17563.jpg,12,163.1,24,4.1,27.3,2.5,4.2,4.2,2.5,0.0105,0.033299999999999996,0.0015,0.0277,0.13240000000000002,0.2278,"2 (.25 ounce) packages active dry yeast #¼ cup warm water (110 degrees F/45 degrees C) #1 cup milk #1 ½ tablespoons butter #3 tablespoons white sugar #1 teaspoon salt #1 ½ cups whole wheat flour #1 ½ cups all-purpose flour #2 tablespoons butter, melted "
2,Antojitos Minis,22304,These little Mexican inspired appetizers are easy to prepare and the many ingredients may be varied according to taste. Try layering the cheeses and vegetables in different variations for a colorful and exciting platter. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8112965.jpg,24,109.1,198,4.7,11.4,1.1,0.9,5.0,2.5,0.0106,0.1056,0.0008,0.0101,0.0818,0.2086,"4 (12 inch) flour tortillas #3 ounces shredded white Cheddar cheese #3 ounces shredded Monterey Jack cheese #3 ounces shredded Cheddar cheese #1 tomato, diced #1 cup chopped red bell pepper #⅛ cup chopped green onions #⅓ cup black beans, drained #2 tablespoons hot salsa #⅛ teaspoon chili powder "
3,Artichoke Spread,22305,"A yummy hot artichoke spread that's perfect for company! Smooth and cheesy wins the race to your happy tummy. Serve it with bread, crackers or veggies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6232.jpg,24,92.5,57,4.5,2.4,0.6,0.1,8.1,3.3,0.0157,0.054799999999999995,0.0002,0.0024,0.0184,0.2166,"1 (14 ounce) can artichoke hearts, drained #1 (8 ounce) package cream cheese #1 cup grated Parmesan cheese #½ cup mayonnaise #1 clove garlic, peeled #¾ teaspoon dried dill weed "
4,Health Dynamics Rye Bread,22306,"This bread was suggested at a class I gave on making breads using whole grains. A woman in the class wanted to make some bread for her husband who was allergic to wheat. She called me the next day to report it was very good. I was so happy for them, because her husband hadn't eaten bread in such a long time, and was so thankful. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F351721.jpg,12,135.8,12,4.3,21.8,3.3,2.1,4.3,0.8,0.031,0.0171,0.0031,0.0289,0.15380000000000002,0.1976,2 eggs #¾ cup warm water #2 tablespoons vegetable oil #2 tablespoons molasses #2 ½ cups rye flour #¼ cup cornstarch #2 teaspoons lecithin #1 ¼ teaspoons sea salt #3 teaspoons active dry yeast 
5,Cheese Wizards,22307,"Tasty hamburger snacks made with processed cheese sauce and ground beef on slices of cocktail rye. They are easy to make, and perfect to munch on during the game. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9414006.jpg,15,240.5,2,3.7,17.4,1.8,3.2,13.5,6.6,0.0451,0.1318,0.0014,0.0176,0.201,0.71,1 pound lean ground beef #1 (16 ounce) jar processed cheese sauce # salt and pepper to taste #16 ounces cocktail rye bread 
6,Fried Plantains,22308,Fried plantains are a traditional treat in many parts of the world. Try them once and you'll be hooked. Overly ripe plantains work best for this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F892991.jpg,8,151.8,121,4.4,14.3,1.0,6.7,11.2,1.5,0.0,0.0013,0.0003,0.0166,0.2233,0.0018,1 quart oil for frying #2 plantains 
7,Cantaloupe Bread with Praline Glaze,22309,This excellent bread is very moist and has the texture of pumpkin or zucchini bread. Can puree and freeze extra cantaloupe to make bread in the off season. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1390378.jpg,20,366.1,150,4.5,48.2,1.0,33.2,18.4,5.1,0.040100000000000004,0.0317,0.0012,0.011699999999999999,0.1034,0.2422,"3 eggs #1 cup vegetable oil #2 cups white sugar #1 tablespoon vanilla extract #2 cups cantaloupe - peeled, seeded and pureed #3 cups all-purpose flour #1 teaspoon salt #1 teaspoon baking soda #¾ teaspoon baking powder #2 teaspoons ground cinnamon #½ teaspoon ground ginger #½ cup butter #1 ⅔ cups brown sugar #½ cup chopped pecans "
8,Creamy Lemon Cake,22310,A great cool dessert on a hot day. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9100966.jpg,12,308.3,136,4.6,50.6,0.3,30.1,10.3,6.1,0.0127,0.044700000000000004,0.0008,0.0027,0.0712,0.4683,"1 (18.25 ounce) package lemon cake mix #1 (3 ounce) package lemon flavored Jell-O® mix #1 cup boiling water #1 (8 ounce) container frozen whipped topping, thawed #1 (3 ounce) package instant lemon pudding mix #1 teaspoon vanilla extract #1 cup milk "
9,Brown Bread,22311,This bread is steamed in cans. My Gram saved small coffee cans for this. Gram didn't have a steamer so she used a tin pie plate with holes in it turned upside down in a large covered pot with 4 inches of water. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2421044.jpg,20,93.4,16,4.6,22.1,1.0,9.2,0.3,0.0,0.0,0.0359,0.0013,0.0504,0.2749,0.1861,1 cup bread flour #1 cup whole wheat flour #1 cup cornmeal #1 cup molasses #2 cups water #1 teaspoon baking soda #1 teaspoon salt 
