,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Alaskan Spicy Spinach Dip,19700,"Spicy, creamy, and colorful, this recipe is a splendid update to the Mexican spinach dip. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F752156.jpg,12,360,17,3.8,6.5,0.6,1.1,29.1,16.4,0.09609999999999999,0.4595,0.0003,0.013300000000000001,0.1566,0.48360000000000003,"2 pounds pepperjack cheese #2 cups half-and-half cream #1 large tomato, diced #1 onion, diced #½ cup diced red bell pepper #3 cups spinach, rinsed and chopped "
1,Cottage Cheese Clam Dip,19701,This creamy clam dip is excellent! Garnish with a pinch of paprika and bits of pimento. Nonfat yogurt may be substituted for the sour cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F882313.jpg,8,100.6,7,3.1,6.0,0.0,3.6,0.5,0.1,0.022699999999999998,0.0975,0.0081,0.0055,0.1815,0.39289999999999997,"2 ½ cups nonfat cottage cheese #1 (8 ounce) can minced clams, drained with juice reserved #3 tablespoons fat free sour cream #½ teaspoon grated onion #¼ teaspoon salt #2 teaspoons lemon juice #1 tablespoon clam juice #¼ teaspoon ground black pepper "
2,Green Onion Dip II,19703,"Simple and delicious, this cream-cheese-based dip calls for a bit of milk for a smoother consistency. The longer it's refrigerated, the stronger the green onion flavor. This dip goes great with chips or veggies. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F247220.jpg,20,86.9,10,4.5,2.4,0.6,0.7,7.9,5.0,0.0249,0.037700000000000004,0.0006,0.0062,0.0933,0.0712,"2 (8 ounce) packages cream cheese, softened #¼ cup milk #2 bunches green onions, chopped # salt to taste "
3,Fabulous Fish,19705,"This is a delicious and spicy appetizer to serve at cocktail parties! Smoked herring and anchovies are blended into a flavorful spread that's great on buttery, round crackers. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F454693.jpg,8,102.7,6,3.4,1.4,0.1,0.0,5.0,1.1,0.2273,0.0313,0.0007,0.0174,0.1707,0.4073,"2 (2 ounce) packages kippers (smoked herring), mashed #1 (2 ounce) can anchovy fillets, chopped #10 pitted green olives, chopped #3 cloves garlic, peeled and chopped #2 drops hot pepper sauce #4 drops soy sauce "
4,Crab Puffs,19706,These decadent deep-fried puffs are filled with crabmeat and cream cheese. Dip them in your favorite Asian-style sauce and loosen your belt buckle! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F568100.jpg,16,292,28,4.0,33.1,1.0,0.0,11.6,4.0,0.042,0.0546,0.0022,0.0287,0.1795,0.6955,"1 quart oil for deep frying #1 pound cooked crabmeat #1 (8 ounce) package cream cheese, softened #2 teaspoons garlic salt #2 (16 ounce) packages small won ton wrappers "
5,Creamy Curried Shrimp with Grilled Pineapple,19707,"Impress your guests with an attractive platter of curry-sauced shrimp skewered onto grilled pineapple wedges with toothpicks. This is an excellent, not-too-hard shrimp appetizer that's perfect for special occasions. It's best served at room temperature. I used approximately 1 pound of 30-40 count shrimp. But any medium to large size shrimp will do. You need approximately 30 shrimp. The shrimp and sauce may be cooked in advance and chilled. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9259297.jpg,15,156.5,10,3.4,7.0,1.0,3.3,12.2,9.0,0.0626,0.027899999999999998,0.002,0.0265,0.1546,0.1022,"1 fresh pineapple - peeled, cored and cut into rings #½ cup butter, melted #¼ cup all-purpose flour #1 (14 ounce) can unsweetened coconut milk #¼ cup milk #1 ½ tablespoons mild curry powder # salt and pepper to taste #1 pound cooked shrimp, peeled and deveined "
6,Black Bean Dip,19708,Reduced calorie dip that's packed with flavor. Let the dip chill while the chips are being prepared. The consistency will be thicker and the beans will have time to absorb the spices. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2367026.jpg,8,56.2,21,3.8,4.7,0.8,2.5,4.0,1.5,0.0073,0.0213,0.0002,0.0044,0.0847,1.2374,"1 (15 ounce) can black beans #½ cup fat-free creamy salad dressing (ie: Fat Free Miracle Whip TM) #½ cup reduced fat sour cream #1 (4 ounce) can chopped green chile peppers #2 tablespoons chopped fresh cilantro #1 teaspoon chili powder #½ teaspoon garlic powder #1 dash hot pepper sauce, or to taste #1 tablespoon olive oil #1 tablespoon salt #¼ cup picante sauce "
7,Chinese New Year Sweet Rice,19713,"This is a traditional Chinese sweet rice recipe that is usually served for the Chinese New Year. This recipe was handed down to me from my dad who liked to eat this alone as a main dish, so it's a little heartier than most other sweet rice recipes. For those of you who know what Chinese sweet rice is, this is the most awesome tasting recipe yet! ",0,8,665.2,3,3.9,100.9,7.4,4.6,16.9,2.1,0.098,0.0752,0.0046,0.0891,0.9259,1.1453,"3 cups uncooked jasmine rice #1 ½ cups water #2 cups dried shiitake mushrooms #3 tablespoons oyster sauce, divided #2 tablespoons soy sauce #2 tablespoons cornstarch #1 teaspoon salt #1 tablespoon white sugar #1 tablespoon red wine #3 links lop chong (Chinese-style sausage) #1 tablespoon sesame oil #1 pound fresh shrimp - peeled, deveined, and diced #¼ pound cooked pork link sausage, diced #1 bunch green onions, diced #1 cup fresh water chestnuts, peeled and diced #1 ½ cups frozen green peas "
8,Coconut Cream Pie,19715,"A rich and smooth pie. It takes a half hour to make, but is well worth the effort! Top with whipped cream and toasted coconut, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1488247.jpg,8,398.5,350,4.7,51.1,1.5,32.9,18.8,9.1,0.1212,0.12390000000000001,0.0014,0.020300000000000002,0.2061,0.2934,"1 cup white sugar #½ cup all-purpose flour #¼ teaspoon salt #3 cups milk #4 egg yolks #3 tablespoons butter #1 ½ teaspoons vanilla extract #1 cup flaked coconut #1 (9 inch) pie shell, baked "
9,Coco Cola Cake,19717,Fulfill your cola desires with this cake! This recipe use cola-flavored carbonated beverage and is really delicious. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7949255.jpg,8,1143.7,15,4.6,141.6,5.0,111.4,64.7,31.5,0.1689,0.0685,0.0031,0.069,0.2742,0.5417000000000001,"1 cup butter #3 tablespoons unsweetened cocoa powder #1 cup cola-flavored carbonated beverage (such as Coca-Cola®) #2 cups white sugar #2 cups all-purpose flour #½ cup buttermilk #2 eggs #1 teaspoon baking soda #1 teaspoon vanilla extract #1 cup chopped pecans #½ cup butter, softened #3 tablespoons unsweetened cocoa powder #½ cup butter #3 tablespoons unsweetened cocoa powder #6 tablespoons cola-flavored carbonated beverage (such as Coca-Cola®) #1 (16 ounce) package confectioners' sugar #½ cup chopped pecans "
