,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Crab Quiche II,12800,I love Quiche and imitation crab. This combines the best of both worlds. It is a simple and versatile recipe that whips up in a jiffy. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4468050.jpg,7,396.2,85,4.6,20.9,0.5,4.5,29.4,9.4,0.0883,0.22240000000000001,0.0011,0.0315,0.12459999999999999,0.6019,"1 (9 inch) deep dish pie crust #2 eggs, beaten #½ cup milk #½ cup mayonnaise #1 teaspoon cornstarch #1 ½ cups shredded Swiss cheese #½ pound imitation crabmeat #1 pinch ground black pepper "
1,Rockin' Oysters Rockefeller,12801,"This is a slight variation on the classic dish Oysters Rockefeller. Serve this delicious dish and watch your guests cry, 'I love you!!!' ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8559190.jpg,16,248.2,132,4.8,5.3,0.8,1.7,17.4,10.7,0.06570000000000001,0.3519,0.0056,0.030199999999999998,0.2444,0.6522,"48 fresh, unopened oysters #1 ½ cups beer #2 cloves garlic # seasoned salt to taste #7 black peppercorns #½ cup butter #1 onion, chopped #1 clove garlic, crushed #1 (10 ounce) package frozen chopped spinach, thawed and drained #8 ounces Monterey Jack cheese, shredded #8 ounces fontina cheese, shredded #8 ounces mozzarella cheese, shredded #½ cup milk #2 teaspoons salt, or to taste #1 teaspoon ground black pepper #2 tablespoons fine bread crumbs "
2,Dianne's Crab,12802,"A delicious hot appetizer or main dish, with a buttery garlic and lemon pepper flavor. Very easy, uses inexpensive imitation crabmeat. May serve as is or with a dipping sauce of your choice. Also good on rice or pasta. Great when on toasted Italian bread, or on pizza, especially with a cream sauce ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7765341.jpg,3,288,35,4.1,23.9,0.8,9.7,14.9,9.2,0.0711,0.1333,0.0008,0.0703,0.1586,1.7047,"1 pound imitation crabmeat, coarsely chopped #3 tablespoons butter #2 teaspoons minced garlic #1 ½ teaspoons lemon pepper #¼ cup grated Romano cheese "
3,Baked Fish Creole,12803,A meal in itself when served with a green salad. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F568064.jpg,4,595.1,27,3.8,79.6,3.2,10.0,15.5,9.1,0.0813,0.2029,0.004,0.0809,1.0299,0.8234,"3 cups water #1 ½ cups uncooked white rice #¼ cup butter #1 onion, chopped #1 clove garlic, minced #2 stalks celery, chopped #1 green bell pepper, chopped #¼ cup all-purpose flour #2 cups milk #1 teaspoon salt #¼ teaspoon ground black pepper #½ teaspoon hot pepper sauce #½ cup chili sauce #1 pound cod fillets #2 tomatoes, sliced "
4,Seared Scallops with Spicy Papaya Sauce,12804,"I made this for my husbands birthday, and it was a hit. We both ooohed and aaahed throughout dinner. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2303610.jpg,4,223.5,51,4.5,15.8,1.7,4.2,4.6,0.5,0.0685,0.0594,0.0031,0.0106,0.6525,0.9115,"1 small papaya - peeled, seeded and chopped #1 red bell pepper, chopped #½ red onion, chopped #2 tablespoons fresh lime juice #1 tablespoon chopped fresh cilantro #1 teaspoon minced jalapeno peppers #1 teaspoon salt #1 tablespoon olive oil #2 tablespoons all-purpose flour #⅛ teaspoon ground black pepper #1 pound sea scallops "
5,Lemon Pepper Cod,12805,Sauteed cod fish fillets seasoned with lemon juice and black pepper. Serve with a buttery rice pilaf and a green salad. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8883527.jpg,4,236.2,107,4.3,2.9,1.3,0.0,11.5,1.6,0.0731,0.0351,0.0008,0.0591,0.36360000000000003,0.1045,"3 tablespoons vegetable oil #1 ½ pounds cod fillets #1 lemon, juiced # ground black pepper to taste "
6,Hot Crab Dip I,12806,Hot crab dip served in a round bread bowl. This dish is great for parties! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1414543.jpg,12,372.4,41,4.2,23.8,0.9,2.7,25.7,8.9,0.0523,0.15109999999999998,0.0018,0.0235,0.183,0.5341,"1 (8 ounce) package cream cheese, softened #1 ½ cups milk #1 cup mayonnaise #1 tablespoon prepared horseradish #1 (6 ounce) can crab meat, drained #⅛ teaspoon Old Bay Seasoning TM, or to taste #1 (1 pound) loaf French bread #1 cup shredded white Cheddar cheese "
7,Cheesy Catfish,12807,This savory catfish dish is coated in Parmesan cheese and baked. Excellent for an easy family dinner! A fish dish even your kids will love! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1116918.jpg,8,420.2,163,4.2,27.0,1.1,0.9,24.4,6.0,0.1004,0.1443,0.0027,0.037399999999999996,0.35910000000000003,0.8124,"1 egg #1 tablespoon milk #¾ cup grated Parmesan cheese #1 ¼ cups all-purpose flour #1 ½ teaspoons salt #1 ½ teaspoons ground black pepper #1 teaspoon paprika #8 (4 ounce) fillets catfish #¼ cup margarine, melted "
8,Great Start Crab Dip/Spread,12808,"This tasty, low fat spread can be used as a dip for crackers, vegetables, or on a toasted bagel. It's a great start for your morning! ",0,10,150.8,4,3.9,13.6,1.0,8.1,4.9,2.9,0.0484,0.115,0.0008,0.0157,0.1702,0.5987,"1 cup fat free sour cream #1 cup lowfat cream cheese #2 teaspoons lemon pepper #1 ½ teaspoons ground white pepper #4 drops hot pepper sauce #2 (6 ounce) cans crab meat, drained #1 cup fat free Catalina salad dressing "
9,Simple Shrimp Pasta Salad,12809,A supremely simple Shrimp Pasta salad! It can be whipped up in no time at all and is excellent served with Garlic Cheese Bread! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2069511.jpg,8,287.9,19,3.9,42.3,2.4,2.8,4.7,0.9,0.112,0.0373,0.0035,0.0492,0.2784,0.151,"1 (16 ounce) package dry fusilli pasta #1 pound cooked medium shrimp, peeled and deveined #1 tomato, chopped #1 green bell pepper, chopped #2 tablespoons mayonnaise # salt and pepper to taste "
10,Shrimp and Crab Enchiladas,12810,"Enchiladas made with shrimp, crab and Jack cheese. This is a great dish with a Southwestern flair. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F128728.jpg,12,570.8,239,4.3,65.0,4.9,2.8,22.3,10.1,0.1201,0.3718,0.005900000000000001,0.0633,0.505,0.9957999999999999,"12 (12 inch) flour tortillas #8 ounces Monterey Jack cheese, shredded #1 (6 ounce) can crab meat, drained #1 pound cooked medium shrimp, shelled and deveined #1 (20 ounce) can green enchilada sauce #1 (8 ounce) container sour cream #1 bunch green onions, chopped "
11,Scallops a la Peking House,12811,Scallops with an Asian twist! This dish is great served over a bed of steamed rice. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5363963.jpg,4,303.7,3,4.2,9.4,0.7,0.8,14.9,2.4,0.058,0.0569,0.001,0.1066,0.6968,0.6975,"1 tablespoon cornstarch #¼ cup dry white wine #4 tablespoons peanut oil #2 green onions, minced #1 ½ pounds scallops #1 cup clam juice #½ teaspoon salt #¼ teaspoon ground cayenne pepper #½ teaspoon ground ginger #⅓ (8 ounce) can sliced water chestnuts "
12,New Orleans Barbequed Shrimp,12812,This is a sure winner in any home. Be sure and cover the table with old newspapers to gather the shells and make clean up easy. Make sure to have warmed French bread to dunk in the 'sauce'! Bibs would be nice to protect your clothing from the sauce but not necessary. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F21284.jpg,2,871.1,85,4.4,7.7,0.9,2.9,72.1,32.4,0.4671,0.144,0.0062,0.08979999999999999,0.48910000000000003,1.6661,"1 pound shrimp, heads off and unpeeled #½ cup butter #½ cup zesty Italian dressing #1 tablespoon lemon juice #2 teaspoons ground black pepper #⅛ teaspoon garlic powder "
13,Golden Bread Shrimp Roll,12813,This makes a great presentation for a special occasion. Serve with rice and tomato sauce as dip. Easy and delicious! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F40767.jpg,5,257.9,3,3.1,14.7,1.2,1.7,19.8,2.8,0.0554,0.06,0.0018,0.0161,0.1123,0.2062,"10 shelled and deveined shrimp #5 slices white bread, cut in half #½ onion, thinly sliced #2 teaspoons curry powder # salt and pepper to taste #1 egg, beaten #1 quart vegetable oil for frying #6 leaves lettuce "
14,Quick and Easy Shrimp Scampi,12814,A delicious and quick way to enjoy shrimp - even on a busy weeknight! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F805024.jpg,4,892,145,3.9,108.0,6.4,5.8,31.6,10.5,0.203,0.16140000000000002,0.0076,0.1145,0.555,0.4562,"1 pound linguini pasta #¼ cup butter #5 cloves garlic, minced #1 pound medium shrimp - peeled and deveined #1 cup bread crumbs #½ cup white wine #1 lemon, juiced #¼ cup light olive oil "
15,Wilma's Clam Chowder,12815,"A chunky, delicious chowder with a back-east taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2006379.jpg,4,559.1,12,3.9,70.1,5.9,18.1,18.5,10.0,0.0834,0.4845,0.016300000000000002,0.1013,1.7427000000000001,0.6187999999999999,"1 (6.5 ounce) can minced clams #¼ cup water #4 potatoes, diced #1 onion, finely diced #2 cups milk #1 (12 fluid ounce) can evaporated milk #2 tablespoons butter #1 tablespoon dried parsley #¼ teaspoon dried thyme #½ teaspoon Old Bay Seasoning TM #⅛ teaspoon celery salt # ground black pepper to taste #1 cup crushed saltine crackers "
