,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Green Beans with Almonds,16000,This is one of those dishes that tradition has snatched. Most everyone has a green bean dish on the menu for the holidays. The almonds are a nice detour from the usual ingredients. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6220926.jpg,7,97.1,25,4.3,9.9,4.8,1.9,5.5,1.4,0.0054,0.0576,0.0014,0.0435,0.3083,0.07440000000000001,"2 pounds fresh green beans, washed and trimmed #2 slices bacon #¼ cup sliced almonds "
1,Fish Chowder II,16001,"Quick and very simple chowder. Eat as your main course or as a side dish. I will sometimes add shredded carrot with the potatoes, just for eye appeal. It does not change the flavor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2570544.jpg,6,493.9,55,4.1,59.0,4.6,16.4,12.9,4.1,0.0813,0.2866,0.0021000000000000003,0.1247,1.6240999999999999,0.7128,"4 tablespoons margarine #1 onion, chopped #3 potatoes, peeled and cubed #4 cups water #2 (15 ounce) cans creamed corn #5 cups milk #2 pounds cod fillets, cubed # salt and pepper to taste "
2,Canned Fruit Cobbler,16002,This is a great recipe that was handed down to me from my mom! You can use any fruit you wish. I especially like peaches for this! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1004322.jpg,7,480,19,3.9,58.1,1.2,30.2,27.2,17.1,0.0725,0.113,0.001,0.0111,0.1378,0.4317,1 cup self-rising flour #1 cup melted butter #1 cup milk #1 cup white sugar #1 (16 ounce) can fruit cocktail 
3,Hamburger Soup IV,16003,"This recipe is a favorite in my family. My grandma says it was a soup of the Depression era that evolved over time. As each of us made it for our families, we added to it. It is simple, affordable, and quite good. Add pearl onions and sliced zucchini, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F242517.jpg,4,797.1,7,4.0,95.5,6.5,10.0,31.7,12.5,0.0965,0.1178,0.0087,0.10540000000000001,1.2588,0.5968,"3 cups water #4 stalks celery, chopped #1 pound ground beef #2 (14.5 ounce) cans stewed tomatoes #2 cups cubed potatoes #¾ cup uncooked white rice #2 cups elbow macaroni #1 teaspoon hot pepper sauce "
4,Tropical Mango Mousse,16004,"There's nothing quite so refreshing as mangos! Preparation time: 5 minutes. This recipe is from The WEBB Cooks, articles and recipes by Robyn Webb, courtesy of the American Diabetes Association. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F223542.jpg,6,87.2,20,3.7,20.5,1.8,16.8,0.3,0.1,0.0005,0.0629,0.0002,0.017,0.25,0.0233,"2 mangos - peeled, seeded, and cubed #1 banana #⅔ cup nonfat plain yogurt #2 teaspoons honey #6 cubes ice #1 teaspoon vanilla extract "
5,Broiled Mochi with Nori Seaweed,16005,"Mochi is a sweet, short-grained, very glutinous rice with a high starch content. Mochi is commonly used to make rice cakes, for which it is pounded in large tubs until it becomes extremely sticky. It is then formed into balls or squares, which can be found in Japanese markets. Mochi is also used in confections and rice dishes. It can be bought in most any Japanese grocery store. This is a delicious way to eat it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F35974.jpg,8,109.1,9,4.2,23.1,1.2,0.3,0.2,0.0,0.0,0.0054,0.0005,0.0121,0.046299999999999994,0.9073,8 frozen mochi squares #½ cup soy sauce #1 sheet nori (dry seaweed) 
6,Viennese Crescent Holiday Cookies,16006,"These cookies have been a Christmas family favorite for 20 years. Flaky and buttery, they are worth the effort. Almonds can be substituted for hazelnuts. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8267072.jpg,48,94.7,95,4.5,11.2,0.4,6.8,5.3,2.5,0.010199999999999999,0.0047,0.0004,0.0052,0.0233,0.0335,"2 cups all-purpose flour #1 cup butter #1 cup hazelnuts, ground #½ cup sifted confectioners' sugar #⅛ teaspoon salt #1 teaspoon vanilla extract #2 cups sifted confectioners' sugar #1 vanilla bean "
7,Easy Lemon Pie,16007,A short and easy recipe for lemon icebox pie. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1316677.jpg,8,255.4,31,4.3,35.9,0.2,27.7,10.5,3.9,0.0679,0.14880000000000002,0.0006,0.0167,0.2226,0.1666,"1 (9 inch) pie shell #2 egg yolks, beaten #1 (14 ounce) can sweetened condensed milk #½ cup lemon juice "
8,Cracker Pie II,16008,This is a light meringue pie made with buttery crackers and walnuts. Delicious with whipped cream. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8293952.jpg,8,100.6,5,4.9,31.2,1.2,25.7,11.2,0.9,0.0,0.083,0.0009,0.0332,0.1037,0.2072,"3 egg whites #1 cup white sugar #2 teaspoons baking powder #16 buttery round crackers, crushed #1 teaspoon vanilla extract #1 cup chopped black walnuts "
9,Red Wine Cake,16009,"This is my interpretation of a cake my friend in Germany has traditionally every year. It's delicious! You may adorn it with icing, candy or fruit. We like to frost it with buttercream frosting. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2059551.jpg,8,685.7,16,3.8,80.8,4.2,48.4,38.8,23.1,0.154,0.1108,0.004,0.0746,0.31910000000000005,0.32680000000000003,1 cup butter #1 cup white sugar #4 eggs #1 teaspoon vanilla extract #1 (12 ounce) package semisweet chocolate chips #2 teaspoons baking powder #2 ¼ cups all-purpose flour #½ cup red wine #4 tablespoons unsweetened cocoa powder 
