,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Chocolate Strawberries,21601,The world's simplest dessert! Strawberries dipped in chocolate. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3854172.jpg,15,59.8,137,4.9,7.2,1.2,5.4,3.2,1.9,0.0004,0.0043,0.0001,0.0031,0.0722,0.0007,"5 ounces bittersweet chocolate, chopped #1 pint fresh strawberries with leaves "
1,Sausage Egg Muffins,21602,"This is a quick and easy morning or afternoon snack. I use the regular size muffin pans but fill them enough 1/3 full, but may adjust the amount of filling to suit your taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F876834.jpg,12,154.7,132,4.5,1.6,0.2,0.9,12.6,4.3,0.1989,0.0317,0.0011,0.0095,0.1265,0.2511,"½ pound ground pork sausage #12 eggs, beaten #½ (4 ounce) can chopped green chile peppers, drained #1 small onion, chopped #1 teaspoon garlic powder # salt and pepper to taste "
2,Delicious Chocolate Shake,21603,"This is a delicious, quick and easy recipe for a creamy, luscious chocolate shake! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F4b466db0d3e91878ac4667904c4bd765%2F650936.jpg,1,252.5,22,4.3,32.2,1.0,30.3,9.7,6.1,0.0338,0.3349,0.0008,0.0487,0.5287000000000001,0.15259999999999999,2 scoops chocolate ice cream #2 tablespoons powdered chocolate drink mix #1 cup milk 
3,Easy Raspberry Lemonade,21604,"We came up with this recipe for my brother's wedding reception. We wanted to serve something that was easy and quick to fix, yet good at the same time. After a few tries, we ended up with this recipe...and a lot of compliments. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8865.jpg,18,56.5,104,4.7,14.5,0.6,10.4,0.1,0.0,0.0,0.0106,0.0003,0.0031,0.0329,0.0045,"1 (12 fluid ounce) can frozen raspberry lemonade concentrate #3 cups water #¾ teaspoon lime juice #1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage #1 cup crushed ice #1 cup fresh raspberries, garnish #18 Mint leaves, for garnish "
4,End of the Line Ham Casserole,21605,Steaming hot casserole using left over ham with potatoes topped with bubbly Parmesan cheese. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F194406.jpg,6,215.7,107,4.3,16.4,1.3,3.3,11.6,4.1,0.0339,0.068,0.0008,0.0257,0.4328,0.9997,"1 (10.75 ounce) can condensed cream of celery soup #½ cup milk # ground black pepper to taste #2 potatoes, sliced #1 onion, sliced #2 cups cooked ham, diced #2 tablespoons grated Parmesan cheese "
5,Banana Date Flaxseed Bread,21619,"I'm always searching for healthy recipes, and this one filled the bill. The flaxseeds give the bread a really nutty taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F20446.jpg,10,263,100,4.6,42.6,6.6,19.1,10.5,1.1,0.037200000000000004,0.05,0.0022,0.0181,0.2087,0.2185,"½ cup flax seed #3 bananas, mashed #¼ cup vegetable oil #½ cup white sugar #2 eggs #1 ½ cups all-purpose flour #½ teaspoon baking powder #½ teaspoon baking soda #½ teaspoon salt #¼ cup flax seed #½ cup chopped pitted dates "
6,Blonde Brownies V,21631,This recipe was a big hit at a party and with our family at home. It can be frozen for up to a month. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7761831.jpg,24,130.2,23,2.8,18.2,0.2,13.1,5.8,1.1,0.031,0.022699999999999998,0.0005,0.0034,0.0325,0.17,"½ cup margarine, melted #2 tablespoons vegetable oil #½ cup white sugar #1 ½ cups brown sugar #4 eggs #1 teaspoon vanilla extract #1 ¼ cups all-purpose flour #1 teaspoon salt #1 teaspoon baking powder "
7,Cheesy Tortillas,21635,Cheese and corn are sandwiched between two grilled tortillas in this easy appetizer. A slice of tomato adds color and flavor. Cut the tortillas into wedges to serve. Try different cheeses for a varied snack. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3873982.jpg,4,193.1,18,4.4,15.7,1.0,0.3,10.8,6.8,0.027100000000000003,0.0103,0.0009,0.0077,0.0509,0.3494,"2 (8 inch) flour tortillas #2 tablespoons whole kernel corn, drained #4 ounces shredded Colby-Monterey Jack cheese #1 tomato, sliced "
8,Baked Cream of Coconut,21637,A friend told me once of this very easy to make dessert and I could not believe how easy it is to make and how good it tastes! Everybody loves it at home. It will taste even better the longer you leave it in the refrigerator! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1112680.jpg,12,430.2,19,4.0,58.3,1.7,58.9,16.1,12.1,0.09770000000000001,0.1925,0.0012,0.042,0.3965,0.1232,5 eggs #1 (14 ounce) can sweetened condensed milk #1 (12 fluid ounce) can evaporated milk #1 (14 ounce) can cream of coconut #1 (15.5 ounce) can grated coconut in syrup #1 tablespoon vanilla extract #½ cup rum 
9,Shrimp and Garlic,21638,"A 'summery' salad that's hard to resist any time of year. Add a little lemon or vinegar to brighten the flavors, if you like. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9440579.jpg,10,231.4,14,4.7,4.7,2.1,1.4,14.9,2.2,0.1771,0.0465,0.0032,0.0416,0.3429,0.32339999999999997,"2 pounds cooked medium shrimp, peeled and deveined without tail #1 green bell pepper, finely chopped #1 red bell pepper, finely chopped #5 cloves garlic, minced #1 sweet onion, diced # chopped fresh cilantro #1 avocado - peeled, pitted and diced # salt and pepper to taste #½ cup olive oil # chili pepper flakes "
