,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Linguine with White Clam Sauce I,12000,"Quick and Easy! Can be used when you forget to take something else out of the freezer. You can use water instead of the clam juice, if you like. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2349032.jpg,5,457.4,91,4.2,69.7,3.1,3.0,6.2,0.9,0.0498,0.09240000000000001,0.0233,0.0575,0.6606000000000001,0.1139,"1 (16 ounce) package linguini pasta #1 tablespoon olive oil #3 cloves garlic, minced #2 (6.5 ounce) cans minced clams, with juice #¼ cup clam juice #1 tablespoon chopped fresh parsley # salt to taste # ground black pepper to taste "
1,Tony's Summer Pasta,12001,"Here is a quick dinner idea, perfect for a hot summer night. Try it with crusty sourdough bread to complete the meal. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4569350.jpg,6,649.8,18,4.0,63.1,4.4,7.2,32.1,10.5,0.0484,0.6314,0.0029,0.0706,0.5629,0.5559,"1 (16 ounce) package linguini pasta #7 medium whole (2-3/5"" dia) (blank)s tomatoes, diced #1 pound shredded mozzarella cheese #⅓ cup chopped fresh basil #6 cloves garlic, minced #½ cup olive oil #¼ teaspoon garlic salt # ground black pepper to taste "
2,Conrad's Spaghetti and Meat Sauce,12002,"An excellent way to make spaghetti and meat sauce. Easy for small meals or family get together. Try it tonight with your favorite shape of pasta and hot, garlicky bread! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1009283.jpg,6,435.5,4,2.8,45.4,4.3,2.5,17.5,6.6,0.1113,0.041100000000000005,0.0047,0.0605,0.539,0.3733,"1 (16 ounce) package pasta #1 pound lean ground beef #1 ¼ cups water #1 (8 ounce) can tomato sauce #2 teaspoons soy sauce #½ onion, finely diced #1 green bell pepper, chopped #1 stalk celery, chopped #⅛ teaspoon minced garlic #2 teaspoons dried oregano #¼ tablespoon dried basil "
3,Chicken Macaroni Salad,12003,A macaroni salad with a twist- chicken! You may need to adjust the amount of mayonnaise once it spends some time in the refrigerator. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F44464.jpg,10,699.1,13,4.6,21.7,2.7,1.2,54.4,8.3,0.091,0.034,0.002,0.0495,0.3991,0.5445,"2 ½ pounds skinless, boneless chicken breast halves #2 cups macaroni #1 (15 ounce) can mixed vegetables, drained #2 cups shredded lettuce #3 cups mayonnaise #¼ tablespoon dried basil # salt and pepper to taste #1 pinch garlic powder "
4,Red Bowl Spaghetti,12004,A spaghetti dinner combined in one bowl. This is an easy family favorite that is great as 'icebox review' too! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F965340.jpg,8,367,9,4.5,40.7,3.5,6.9,14.2,5.1,0.0426,0.0298,0.0038,0.0445,0.5006,0.5125,"12 ounces spaghetti #1 pound lean ground beef #1 onion, chopped #2 cloves garlic, minced #½ cup chopped green bell pepper #1 tablespoon olive oil #2 (14.5 ounce) cans diced tomatoes #1 cup water #1 teaspoon Italian seasoning #¼ teaspoon ground black pepper #¼ teaspoon salt (Optional)#1 (6 ounce) can tomato paste "
5,Bowtie Pasta,12005,"Quick, easy and so delicious! You can find prosciutto ham at your neighborhood or grocery store deli. Serve with a tossed green salad and crusty Italian bread. Add some grated cheese to your dish, if you desire added flavor! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2717473.jpg,6,469.2,19,4.4,62.8,4.7,6.7,15.6,7.6,0.037,0.0367,0.003,0.0544,0.4005,0.4582,"1 (16 ounce) package farfalle pasta #¼ pound thinly sliced prosciutto, chopped #¾ cup dry white wine #1 pound tomatoes, seeded and diced #1 cup frozen green peas, thawed #¼ cup butter #½ cup finely diced onion # ground black pepper to taste "
6,Lazy Lasagna I,12006,"I found this recipe in a church cookbook my grandmother gave me for my wedding. I've adjusted it to my tastes, and my husband just loves it. It's so easy and takes practically no time to make. I thoroughly recommend it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F955088.jpg,8,703.5,32,4.4,60.4,4.8,12.6,34.5,16.7,0.1024,0.4465,0.0033,0.07629999999999999,0.6968,1.345,1 (12 ounce) package breakfast sausage #1 (32 ounce) jar spaghetti sauce #1 (16 ounce) package cottage cheese #1 (8 ounce) container sour cream #2 teaspoons dried parsley #1 (16 ounce) package lasagna noodles #4 cups shredded mozzarella cheese #½ cup grated Parmesan cheese #1 cup water 
7,Fettuccini Alfredo VI,12007,"Just as good as the cholesterol-laden original. Created for diabetics, but great for anyone trying to reduce their fat intake. For added flavor try using a garlic and herb Parmesan cheese blend and to increase fiber content use whole wheat pasta. Easily doubled for when you need more than 2 servings. Enjoy! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F23006.jpg,2,489.8,21,4.1,58.5,2.4,11.6,17.7,8.7,0.0428,0.5078,0.0028,0.0631,0.5226000000000001,0.5486,"4 ounces dry fettuccine pasta #2 teaspoons margarine #4 cloves garlic, minced #4 ½ teaspoons all-purpose flour #1 ½ cups skim milk #½ cup grated Parmesan cheese #2 ounces Neufchatel cheese #¼ cup chopped parsley "
8,"Pasta, Broccoli and Chicken",12008,"A mixture of pasta, broccoli, pesto, tomatoes and cheese that is practically a meal in itself, especially with the cooked chicken. Great served with crusty bread or a tossed salad. Try using bow tie pasta for an added variation! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F576075.jpg,6,508.7,177,4.5,45.7,3.4,3.4,21.3,5.5,0.06720000000000001,0.19240000000000002,0.003,0.061,0.4635,0.25680000000000003,"12 ounces rigatoni pasta #½ pound fresh broccoli florets #¼ cup olive oil #1 tablespoon minced garlic #2 tablespoons pesto #1 cup chopped tomatoes #¾ cup grated Parmesan cheese #1 pound boneless chicken breast halves, cooked and chopped # salt to taste # ground black pepper to taste "
9,Creamy Cajun Chicken Pasta,12009,Try this when you are feeling daring and want to mix things up a bit! A Southern inspired recipe that is sure to add a little fun to your dinner table. Try serving it with corn bread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fc0bf920f0184ca8608c45b966ab44e04%2F1647999051IMG_4646%20(002).jpg,2,1109.2,2081,4.6,53.7,4.4,5.6,82.2,50.0,0.3479,0.2189,0.0033,0.0895,0.8911,1.1342,"4 ounces linguine pasta #2 boneless, skinless chicken breast halves, sliced into thin strips #2 teaspoons Cajun seasoning #2 tablespoons butter #1 green bell pepper, chopped #½ red bell pepper, chopped #4 fresh mushrooms, sliced #1 green onion, minced #1 ½ cups heavy cream #¼ teaspoon dried basil #¼ teaspoon lemon pepper #¼ teaspoon salt #⅛ teaspoon garlic powder #⅛ teaspoon ground black pepper #2 tablespoons grated Parmesan cheese "
