,name,id,calories,sugars,fat,saturated fat,sodium
0,Fry Sauce,20800,141,2.5,14.6,2.2,0.2154
1,Ultimate Baked Beans,20801,283,17.7,10.1,3.2,0.9396
2,Tangy Tuna,20802,211,6.6,1.3,0.3,0.0705
3,Monte Cristo Sandwich,20803,641,8.7,33.8,13.7,1.3083
4,Banana Shake,20804,309,47.3,6.2,3.9,0.1462
5,Bacon Wrapped Water Chestnuts II,20805,172,11.5,11.4,3.8,0.36619999999999997
6,Crantini,20806,165,11.3,0.1,0.0,0.0157
7,Cracked Wheat Oat Bread,20807,103,3.1,4.2,0.4,0.0983
8,Kettle Corn,20808,209,10.3,11.9,1.8,0.0006
9,Avocado Soup with Chicken and Lime,20809,294,4.3,15.3,2.3,1.0475999999999999
10,Belly Burner Chili,20810,836,8.3,71.6,25.0,2.5279000000000003
11,Basic White Bread,20812,142,1.8,1.6,0.7,0.2089
12,Torrejon Oatmeal Bread,20813,207,6.3,2.4,0.5,0.294
13,Delicious Healthy Strawberry Shake,20816,186,23.7,4.9,3.1,0.1021
14,Slow Cooker Pork,20817,195,1.2,10.1,3.6,0.5732
15,Carrot Bread II,20818,169,10.6,10.0,0.9,0.1215
16,Venison Vegetable Soup,20819,195,5.6,3.4,0.9,0.6083999999999999
17,Cocktail Wieners II,20820,265,21.5,15.5,5.3,0.9033
18,Oatmeal Soup,20822,257,13.7,7.4,3.8,0.7176
19,Liverwurst,20823,212,0.4,13.9,5.2,0.052
20,Corn Relish I,20824,17,1.6,0.1,0.0,0.0906
21,French Apple Pie Icing,20826,143,8.1,11.8,7.5,0.0881
22,Tzatziki Sauce I,20827,33,1.4,2.5,0.5,0.11040000000000001
23,Applesauce Bread III,20828,159,7.3,1.6,0.7,0.1055
24,Chocolate Chip Bread II,20829,260,13.0,9.5,5.4,0.2384
25,Tzatziki Sauce II,20830,15,1.4,0.3,0.2,0.063
26,Tzatziki,20831,35,2.1,2.2,0.5,0.019899999999999998
27,Syrian Bread,20834,204,0.4,3.9,0.6,0.4383
28,Cheddar Cheese Bread,20835,84,3.5,5.7,3.6,0.302
29,Pickled Pig's Feet III,20841,196,0.9,13.6,4.1,0.9687
30,Easy Lemonade,20842,54,13.0,0.0,0.0,0.0073
31,Freeze-Easy Chocolate Shake,20843,745,87.7,34.1,21.1,0.3142
32,Grandma's Strawberry Milkshake,20844,222,34.1,5.1,3.1,0.10579999999999999
33,Welsh Rarebit II,20845,201,2.5,15.4,9.3,0.7068
34,Watermelon Fire and Ice Salsa,20846,5,1.0,0.0,0.0,0.0287
35,Heavenly Mudslides,20847,1013,114.5,15.4,9.2,0.1386
36,Waynesboroughs,20848,534,1.6,24.9,8.4,0.5872999999999999
37,Baked French Fries I,20849,357,5.0,14.1,2.0,0.0269
38,Ice Cream Brandy Punch,20850,197,14.1,6.8,4.3,0.07709999999999999
39,Garlic Spread,20851,101,0.1,10.6,6.7,0.08259999999999999
40,Taco in a Bag,20852,902,4.2,60.9,23.0,1.3901
41,Slow Cooked Baked Beans,20853,156,14.8,2.3,0.6,0.7387999999999999
42,Fig Preserves,20854,141,34.6,0.2,0.0,0.0585
43,Bifana,20855,536,82.3,8.0,1.9,0.06720000000000001
44,Uncle Howie's Favorite Artichoke Dip,20856,67,0.2,6.4,2.4,0.0696
45,Shelia's Dip,20857,66,1.7,6.0,2.3,0.06609999999999999
46,Best Ever Jalapeno Poppers,20858,149,1.0,12.0,4.7,0.1098
47,Artichoke Dip I,20859,79,0.2,7.4,1.9,0.1358
48,Hatteras Style Clam Chowder,20860,265,3.3,4.2,0.5,0.9407000000000001
49,Cheesy Creamed Spinach Casserole,20861,160,0.5,13.3,8.1,0.38839999999999997
50,Beer Cheese Soup VII,20863,259,3.1,20.1,12.3,0.7453
51,Santa Fe Veggie Quesadillas,20865,207,2.0,7.7,3.9,0.5083
52,Doggie Biscuits II,20866,251,2.3,1.1,0.2,0.617
53,Cheesy Zucchini Casserole I,20867,437,4.8,32.4,19.8,1.0764
54,Stuffed Zucchini I,20868,359,6.3,17.1,9.0,1.2891
55,Tzatziki VII,20870,171,6.2,12.3,3.8,0.0615
56,Samosas,20871,105,0.3,7.3,2.5,0.1352
57,Seared Sea Scallops,20872,179,0.5,7.5,1.0,1.2508
58,Fish in a Red Sauce,20873,236,11.0,10.2,1.4,0.595
59,Sea Bass Barbecue,20874,243,0.2,6.9,1.5,0.1544
60,Crab Newburg,20875,504,1.2,41.3,25.3,0.652
61,Crustless Spinach Quiche,20876,310,2.1,23.7,12.5,0.5456
62,Quick and Easy Apple Muffins,20878,148,6.3,4.9,2.8,0.1988
63,Donna's Cheesy Quiche,20879,418,1.7,35.5,16.0,0.7507
64,Dutch Babies I,20880,212,0.5,16.7,8.6,0.2356
65,Wonton Wrappers,20881,14,0.0,0.1,0.0,0.0172
66,Won Ton Wrapper Appetizers,20883,91,0.2,6.7,2.3,0.1662
67,Apple Cheese Pizza,20885,327,9.4,15.2,8.7,0.4653
68,Homemade Coleslaw,20886,228,3.5,22.0,3.3,0.2779
69,Buffalo Chicken Sandwiches,20887,236,4.1,4.2,1.1,1.5615
70,Strawberry Jam with JELL-O®,20888,17,3.6,0.0,0.0,0.0144
71,Fried Zucchini,20889,195,3.7,6.2,0.8,0.29610000000000003
72,Josephine's Puerto Rican Chicken and Rice,20890,453,2.6,15.4,3.5,0.6217
73,Buffalo Chicken Sauce,20891,103,0.2,11.6,7.3,0.4517
74,Seven-Up™ Cake I,20892,477,30.9,28.6,8.6,0.45580000000000004
75,Chicken Chimi in the Oven,20894,510,5.3,18.7,3.7,1.1995
76,Creamy White Wine Sauce,20895,129,0.2,11.0,6.9,0.3035
77,Jalapeno Hot Sauce,20896,11,0.9,0.4,0.1,0.10940000000000001
78,Georgia Caviar,20897,258,7.6,11.7,1.9,0.6563
79,Caramel Frosting VI,20898,62,9.1,2.6,1.0,0.013900000000000001
80,Okra and Tomatoes,20899,94,6.0,4.7,1.5,0.24980000000000002
