,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Easter Breakfast Casserole,20900,"This is looked forward to every Easter, it is so delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9369077.jpg,12,281.3,430,4.6,9.9,0.6,2.6,21.0,10.1,0.1706,0.2739,0.0013,0.0212,0.38380000000000003,0.5376000000000001,"1 pound bacon #¼ cup diced onion #¼ cup diced green bell pepper #3 cups shredded Cheddar cheese #8 eggs #2 cups milk #1 (16 ounce) package frozen hash brown potatoes, thawed "
1,Easy French Toast,20901,A real treat for Sunday brunch! We garnish the toast with a light sprinkle of confectioners' sugar and serve it with maple syrup. For a special treat you can substitute Amaretto for the vanilla. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5589137.jpg,2,162.8,194,2.5,20.2,2.4,5.9,5.2,2.1,0.1003,0.19290000000000002,0.0017,0.0211,0.21380000000000002,0.24330000000000002,1 egg #¾ cup milk #1 tablespoon ground cinnamon #1 teaspoon vanilla extract #1 pinch salt #2 slices bread 
2,Baked Pineapple Side Dish,20904,"Baked pineapple is good with ham, as a side dish, or with ice cream for dessert. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F882657.jpg,6,423.7,30,4.7,58.8,1.2,48.0,19.4,10.9,0.16469999999999999,0.06709999999999999,0.0017,0.0222,0.1846,0.2984,"1 cup white sugar #¼ pound butter, softened #4 eggs, beaten #1 (20 ounce) can pineapple #5 slices bread, crusts removed and broken into crumbs "
3,Escargot Mushrooms,20905,"Snails are sauteed in garlic butter and stuffed in mushroom caps. When microwaving the mushroom caps, be careful they don't shrivel. Serve with garlic bread to lap up the running juices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1769812.jpg,6,88.1,10,5.0,1.9,0.3,0.8,7.8,4.9,0.0269,0.010199999999999999,0.0006,0.009800000000000001,0.1037,0.0734,"4 tablespoons butter #2 cloves garlic, minced #6 helix snails, without shells #6 large fresh mushrooms "
4,Doctor Bird Cake,20906,Easy to prepare recipe that I've been baking for over 3 years. It's good year round. You will enjoy baking and eating it. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F553864.jpg,16,375.9,13,4.5,52.2,1.8,30.7,17.4,2.4,0.0349,0.0173,0.0015,0.0218,0.1733,0.2381,"3 cups all-purpose flour #1 teaspoon baking soda #1 teaspoon ground cinnamon #2 cups white sugar #1 teaspoon salt #2 cups banana, mashed #1 cup corn oil #1 ½ teaspoons vanilla extract #3 eggs #1 (8 ounce) can crushed pineapple, with juice #½ cup chopped walnuts "
5,Honey Pancake Puff,20907,"Good breakfast, dinner, or even dessert! The toppings make all the difference! Sprinkle with powdered sugar and serve with syrup, fruit, or just by itself. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8130803.jpg,4,450.2,33,4.1,40.9,0.9,16.5,25.0,13.3,0.3302,0.16140000000000002,0.0032,0.0245,0.2616,0.5912000000000001,"3 tablespoons butter, divided #6 eggs #3 ounces cream cheese, softened #1 cup milk #3 tablespoons honey #1 cup all-purpose flour #½ teaspoon salt #½ teaspoon baking powder "
6,Garlic Cheese Ball,20908,A great cheese ball for garlic lovers. Spicy enough to give a little zing and creamy enough to satisfy anyone. Serve with all kinds of crackers or bread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F381650.jpg,24,102.8,26,4.6,1.3,0.0,0.0,10.3,6.5,0.030699999999999998,0.016300000000000002,0.0002,0.0012,0.0296,0.17980000000000002,"2 (8 ounce) packages cream cheese, softened #½ cup butter #1 tablespoon prepared Dijon-style mustard #1 teaspoon minced garlic #1 (1 ounce) package ranch dressing mix "
7,Henry Bain Sauce,20909,I think this is also known as 'Jezebel Sauce.' Good on meats! ,0,128,45.6,7,3.1,10.8,0.2,8.6,0.3,0.0,0.0,0.0050999999999999995,0.0001,0.0006,0.009699999999999999,0.0075,1 (18 ounce) jar peach preserves #1 (18 ounce) jar orange marmalade #1 (18 ounce) jar apple preserves #1 (18 ounce) jar pineapple preserves #⅝ cup ground dry mustard #1 (4 ounce) jar prepared horseradish 
8,Salsa Ninety Nine (Mild),20910,"A salsa recipe for those with a tomato and pepper garden. If you prefer a hotter salsa, add more jalapeno or cayenne pepper. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3910866.jpg,80,47.8,56,4.7,10.8,2.3,6.3,0.4,0.1,0.0,0.023600000000000003,0.0006,0.020300000000000002,0.4188,0.8266,"24 pounds tomatoes #1 (12 ounce) can tomato paste #½ bunch cilantro #16 jalapeno chile peppers #2 medium heads garlic #6 large green bell peppers, chopped #6 large onions, chopped #9 tablespoons salt #1 cup distilled white vinegar #½ cup brown sugar #¾ cup cornstarch #½ cup water "
9,Pineapple Muffins,20912,Hearty and satisfying! A healthy and delicious muffin that's sweetened with pineapple. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F775976.jpg,12,107.3,11,2.3,15.7,1.4,4.7,3.9,0.5,0.0159,0.0712,0.0017,0.022,0.116,0.10490000000000001,"1 cup all-purpose flour #2 teaspoons baking powder #1 cup bran cereal with raisins #1 cup nonfat milk #3 tablespoons applesauce #½ cup crushed pineapple, drained #1 egg #½ cup chopped walnuts "
