,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Roasted Squash Soup,21200,This soup is quite simple to make and is a good comfort food on a cold winter's night. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1908936.jpg,6,259.9,73,4.6,49.5,11.3,13.3,6.6,3.7,0.015300000000000001,0.1461,0.0026,0.0955,1.0146,0.6023999999999999,"1 ½ pounds butternut squash, halved and seeded #1 acorn squash, halved and seeded #½ small spaghetti squash, halved and seeded #3 tablespoons butter #1 large onion, chopped #3 cloves garlic, minced #1 tablespoon minced fresh ginger root #1 teaspoon curry powder #2 tart green apples - peeled, cored and chopped #⅔ cup sherry #5 cups vegetable broth # salt and pepper to taste #1 pinch cayenne pepper, or to taste "
1,Steamed Tuna Fish,21201,"Tender steamed tuna with a ginger, sherry, garlic and soy sauce. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2077665.jpg,8,281.5,43,4.5,7.1,1.1,1.1,14.8,2.4,0.0511,0.0466,0.0018,0.0725,0.6564,1.3297999999999999,"2 pounds fresh tuna steaks #½ cup soy sauce #½ cup sherry #½ cup vegetable oil #1 bunch green onions, finely chopped #½ cup minced fresh ginger root #3 cloves garlic, minced #1 teaspoon salt #1 teaspoon ground black pepper "
2,Ham and Cheese Breakfast Tortillas,21202,"This is great for a special brunch or even a quick and easy dinner. Other breakfast meats can be used, but the deli ham is the easiest since it is already fully cooked. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2549126.jpg,4,627,42,4.5,42.0,2.9,4.8,34.3,13.7,0.6013,0.4162,0.0058,0.0536,0.5536,1.3208,"12 eggs #⅓ cup milk #3 slices cooked ham, diced #2 green onions, minced # salt and pepper to taste #4 ounces Cheddar cheese, shredded #4 (10 inch) flour tortillas #½ cup salsa "
3,All-Day Apple Butter,21205,"This tasty apple butter is a real slow cooker, but well worth the wait. Depending on the sweetness of the apples used, the amount of sugar may be adjusted to taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9411018.jpg,128,34.4,996,4.8,9.0,0.5,8.3,0.0,0.0,0.0,0.0016,0.0,0.001,0.0212,0.0048,"5 ½ pounds apples - peeled, cored and finely chopped #4 cups white sugar #2 teaspoons ground cinnamon #¼ teaspoon ground cloves #¼ teaspoon salt "
4,Reduced Fat French Toast,21206,"This is an easy variation on the basic French toast recipe, except it uses reduced fat substitutes! Serve with fruit or sugar-free maple syrup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F297427.jpg,6,77,17,4.0,11.9,2.3,2.7,1.3,0.3,0.0008,0.0687,0.0012,0.0104,0.13090000000000002,0.1527,½ cup egg substitute #⅔ cup skim milk #1 teaspoon vanilla extract #½ teaspoon ground cinnamon #6 slices reduced calorie white bread 
5,Un-Tofu Tofu Smoothie,21207,"A great way to eat tofu u002du002d without even knowing it! Very refreshing, especially for breakfast or as a snack. Tinker with it until you find the perfect combo for you. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F374420.jpg,4,95.9,2,4.4,19.9,0.6,13.7,0.6,0.1,0.0012,0.095,0.0003,0.0086,0.2786,0.0422,⅓ (10.75 ounce) package dessert tofu #3 frozen strawberries #5 frozen peach slices #1 (8 ounce) container strawberry yogurt #1 cup orange juice 
6,Honey Nut Granola,21208,"Yummy, crunchy breakfast treat. Good on ice cream too. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F883609.jpg,20,187.7,285,4.7,19.9,2.8,7.5,11.1,1.0,0.0,0.029,0.0009,0.0435,0.116,0.0014,4 cups rolled oats #1 cup sliced almonds #1 cup chopped pecans #1 cup raw sunflower seeds #⅓ cup canola oil #½ cup honey #1 teaspoon vanilla extract #1 tablespoon ground cinnamon 
7,Amazing Butternut Squash,21209,"I got this recipe from a relative years ago. Delicious, colorful squash is baked with a crunchy Parmesan cheese topping. It's excellent -- please try it! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F161420.jpg,6,282.4,321,4.5,29.2,4.5,6.2,18.3,4.0,0.0445,0.1306,0.0019,0.07479999999999999,0.7752,0.1953,"1 butternut squash- peeled, seeded and cubed #½ cup mayonnaise #½ cup finely chopped onion #1 egg, lightly beaten #1 teaspoon brown sugar # salt and pepper to taste #¼ cup crushed saltine crackers #2 tablespoons grated Parmesan cheese #1 tablespoon butter, melted "
8,Avocado Blast,21210,"The thickest, creamiest shake you will ever taste. If the thought of drinking avocado scares you, then you don't know what life is all about. Try it and you will see what I mean. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F193357.jpg,4,469.3,22,3.8,32.7,16.8,12.9,38.5,6.4,0.0068,0.107,0.0014,0.0798,1.3217999999999999,0.0515,"5 avocados, peeled and pitted #4 tablespoons sweetened condensed milk #1 tablespoon dry milk powder #2 teaspoons white sugar #½ cup ice "
9,Caroling Wine,21211,"This is an excellent wintertime drink whether you're caroling, snow-mobiling, or doing whatever you enjoy in the cold winter months. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F00b08370fb3f72a9e20c72dbbb7e587c%2F2833171.jpg,8,251.1,19,4.6,41.3,0.2,36.2,0.1,0.0,0.0,0.044700000000000004,0.001,0.0277,0.32880000000000004,0.1365,"1 cup water #1 cup brown sugar #2 cups pineapple juice #1 cup orange juice #6 whole cloves #3 whole allspice berries #2 cinnamon stick #½ teaspoon salt #4 cups red wine #2 oranges #8 cinnamon sticks, garnish "
