,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Curry Sausage Couscous,21802,"Couscous, a grain made from semolina, is a delightful change from pasta, rice or noodles. You probably will find it near the rice mixes in your grocery store. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F982618.jpg,4,820.8,3,4.8,56.4,4.7,2.4,55.0,17.9,0.0772,0.0557,0.0023,0.0545,0.4767,1.0052999999999999,"1 pound pork sausage #1 onion, chopped #¼ cup pistachio nuts, chopped #½ teaspoon curry powder #1 clove garlic, finely chopped #2 ¼ cups water #2 tablespoons margarine #1 tablespoon chopped fresh parsley #¼ teaspoon salt #1 ½ cups uncooked couscous "
1,Mango Pork Fried Rice,21806,"Tropical mango gives this fried rice the aroma and taste of paradise! One cup of diced jarred mango slices can be used for the fresh. Use remaining slices in a fresh-fruit salad, and serve alongside the rice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F984890.jpg,5,339.8,4,4.8,65.4,4.2,9.3,1.9,0.6,0.0208,0.038299999999999994,0.0036,0.045700000000000005,0.4137,0.12869999999999998,"2 cups water #1 ½ cups uncooked long-grain rice #¾ cup diced cooked pork #½ teaspoon cornstarch #1 mango - peeled, seeded and diced #1 (8 ounce) can sliced water chestnuts, drained #1 cup sliced mushrooms #1 teaspoon minced fresh ginger root #1 clove garlic, finely chopped #2 teaspoons reduced sodium soy sauce #1 cup frozen green peas, thawed #2 medium (4-1/8"" long)s green onions, sliced #1 pinch ground black pepper "
2,Cilantro Orzo and Beef,21807,"Tiny pasta shaped like grains of rice, orzo is often sold under the name rosamarina. This mini-pasta is ideal for soups and to use in casseroles or one-dish skillet meals. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F979609.jpg,6,346.2,7,3.5,53.4,3.4,5.0,7.9,2.5,0.022,0.027100000000000003,0.0033,0.0516,0.38539999999999996,0.7833,"3 cups beef broth #1 ½ cups uncooked orzo pasta #1 (11 ounce) can whole kernel corn, undrained #1 (4 ounce) can diced green chile peppers, undrained #2 teaspoons olive oil #½ pound lean steak, cut into strips #1 green bell pepper, cut into 1/4 inch strips #¼ cup chopped fresh cilantro "
3,Beefy Bean Soup,21810,Got soup? Here 's a hearty beef soup that 's loaded with beans and vegetables. It 's a meal all in itself. ,0,8,254,3,3.2,26.7,6.7,2.5,6.7,2.2,0.0229,0.07840000000000001,0.0032,0.067,0.5818,0.81,"1 tablespoon vegetable oil #¾ pound beef stew meat, cut into 1 inch cubes #1 onion, chopped #3 cups beef broth #1 cup dry white wine #2 tablespoons chopped fresh thyme #¼ teaspoon ground black pepper #1 bay leaf #2 (15 ounce) cans navy beans, rinsed and drained #4 medium (blank)s carrots, cut into 1 inch pieces #2 stalks celery, cut into 1 inch pieces "
4,Herbed Eggs and Vegetables on Polenta,21811,"Traditional polenta made from simmered yellow cornmeal is the perfect base for seasoned mushrooms, onion and red bell pepper sauteed with eggs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F989723.jpg,4,261.5,1,3.0,26.4,2.9,4.6,11.6,4.4,0.3256,0.052700000000000004,0.003,0.0275,0.3808,0.6996,"⅔ cup cornmeal #½ cup cold water #2 cups boiling water #2 tablespoons chopped fresh basil, divided #½ teaspoon salt #1 tablespoon butter #½ pound whole button mushrooms #1 onion, sliced #1 red bell pepper, cut into 1/2-inch wide strips #½ cup chicken broth #2 teaspoons cornstarch #½ teaspoon salt #6 large eggs hard-cooked eggs, cut in half lengthwise "
5,Orange Crunch Cake,21812,A yellow cake loaded with citrus flavor and with a crunch layer baked right in. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F306772.jpg,10,772.5,87,4.7,93.9,1.8,65.0,41.7,15.2,0.08120000000000001,0.1042,0.0017,0.0253,0.1851,0.606,"1 cup graham cracker crumbs #½ cup brown sugar #½ cup chopped walnuts #½ cup butter, softened #1 (18.25 ounce) package yellow cake mix #½ cup water #½ cup orange juice #⅓ cup vegetable oil #3 eggs #2 tablespoons grated orange zest #1 (16 ounce) can prepared vanilla frosting #1 (8 ounce) container frozen whipped topping, thawed #3 tablespoons grated orange zest #1 teaspoon grated lemon zest #1 (11 ounce) can mandarin oranges, drained "
6,Broiled Santa Fe Steaks,21814,"For a meal in a hurry, serve with cooked instant rice and tomato slices. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F978760.jpg,4,348.9,1,4.2,8.5,3.1,1.4,11.0,4.1,0.1075,0.0597,0.004,0.0608,0.8518,0.42119999999999996,"½ cup chunky salsa #½ cup black beans, drained and rinsed #2 tablespoons diced red onion #2 tablespoons chopped fresh cilantro #1 tablespoon lime juice #1 ½ teaspoons chili powder, divided #4 (6 ounce) boneless New York strip steaks #2 teaspoons chopped fresh oregano "
7,Pork Tenderloin in Bourbon,21815,"Tender pork marinated in soy sauce, bourbon and more. May also be grilled. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2352972.jpg,8,239.2,213,4.6,4.2,0.1,3.4,8.2,3.0,0.0947,0.0107,0.0016,0.039200000000000006,0.4724,0.5166000000000001,"¼ cup soy sauce #¼ cup bourbon #2 tablespoons brown sugar #2 cloves garlic, halved #3 pounds pork tenderloin "
8,Pizza Loaf,21816,Enjoy all the flavors of your favorite pizza baked inside savory bread. It makes a great accompaniment to an Italian meal or a dipper for olive oil or marinara sauce. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F990366.jpg,16,197.9,2,3.3,14.9,0.6,0.9,11.4,3.9,0.032100000000000004,0.1645,0.0013,0.011800000000000001,0.0883,0.38780000000000003,¾ cup grated Parmesan cheese #1 cup milk #¼ cup olive oil #2 teaspoons chopped fresh basil #¼ teaspoon crushed red pepper #1 egg #2 ¼ cups Gold Medal® all-purpose flour #¾ cup shredded mozzarella cheese #¾ cup chopped pepperoni #¼ cup sliced black olives #2 tablespoons grated Parmesan cheese #3 teaspoons baking powder 
9,Cheese and Artichoke Fondue,21817,Fondue is a natural for a romantic dinner for two. Remember the fondue rule: A dropped dipper requires a kiss! ,0,32,81.3,13,4.6,2.3,0.5,0.5,5.9,3.7,0.0182,0.1199,0.0001,0.006,0.0432,0.30810000000000004,"1 ½ cups diced processed American cheese #1 cup milk #1 tablespoon Worcestershire sauce #1 tablespoon Gold Medal® all-purpose flour #1 teaspoon ground mustard #1 ½ cups shredded Cheddar cheese #1 (14 ounce) can artichoke hearts, drained and chopped #¼ cup roasted red peppers, drained and diced "
