,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Waldorf Salad II,16800,"This traditional salad is delicious, and you can vary the ingredients to your preference. Try adding diced, roasted chicken to make this salad a meal! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3609833.jpg,6,278.9,288,4.7,23.8,3.0,17.2,21.1,2.8,0.007,0.0291,0.0007,0.0252,0.2627,0.1708,"½ cup mayonnaise #1 tablespoon white sugar #1 teaspoon lemon juice #⅛ teaspoon salt #3 apples -- peeled, cored, and chopped #1 cup thinly sliced celery #½ cup chopped walnuts #½ cup raisins (Optional)"
1,Old Time Chicken Divan,16801,"Not for your typical rushed meal, this classical dish is worth the work! For another presentation, place sliced almonds on top of the chicken and broccoli before the final sprinkling of cheese. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1687194.jpg,4,526.5,136,4.7,19.4,4.2,3.2,33.0,17.4,0.16069999999999998,0.1661,0.0027,0.062200000000000005,0.7201000000000001,1.1254000000000002,"2 heads broccoli, cut into florets #¼ cup butter #¼ cup all-purpose flour #3 tablespoons sherry #2 cups chicken broth #½ cup heavy cream #½ teaspoon salt #1 pinch ground black pepper #2 cooked chicken breast halves - bones and skin removed, cut into 1/4 inch slices #¼ cup grated Parmesan cheese "
2,Hot Wings,16802,"Warning! These hot, hot, hot wings are addicting! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1090345.jpg,15,316.9,17,3.7,4.9,0.3,2.1,22.2,7.2,0.1008,0.038200000000000005,0.0014,0.0251,0.26630000000000004,0.3856,"4 pounds chicken wings #1 teaspoon garlic powder #½ teaspoon ground black pepper #1 cup tomato-based hot pepper sauce #2 tablespoons vinegar-based hot pepper sauce #1 teaspoon garlic powder #¼ cup grated Parmesan cheese #3 tablespoons butter, melted "
3,Nell's Cabbage Salad,16803,This cabbage and noodle salad goes perfectly with all lunches and lite dinners! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F627715.jpg,6,429.1,50,4.5,38.0,7.8,11.8,28.0,3.3,0.0,0.1484,0.0032,0.077,0.49689999999999995,0.3366,"1 medium head cabbage, shredded #1 bunch green onions, chopped #2 (3 ounce) packages chicken flavored ramen noodles #4 ounces slivered almonds, toasted #½ cup olive oil #2 tablespoons white sugar #3 tablespoons distilled white vinegar "
4,Italian-French Toast,16804,"This recipe is dedicated to the memory of my Grandmother, who taught me to make it. It is a snack sure to please, and can be made in under 30 minutes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8037205.jpg,12,165.1,5,3.8,12.6,0.5,2.3,8.9,3.5,0.105,0.14830000000000002,0.0011,0.0072,0.0634,0.25839999999999996,"6 eggs #½ cup milk #2 teaspoons dried parsley #12 slices white sandwich bread #6 ounces mozzarella cheese #1 cup vegetable oil for frying #1 clove garlic, crushed "
5,Mike's Chicken,16805,"My dad used to make this every Sunday for our family's weekly feast. Now, we have to beg in order for him to make it! It's great. It's also a lot easier than it sounds. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F84267.jpg,4,798.4,7,3.6,21.0,0.5,3.1,67.1,10.2,0.0998,0.0211,0.0072,0.0361,0.32839999999999997,0.6972,"4 skinless, boneless chicken breasts #½ teaspoon poultry seasoning #1 ½ cups mayonnaise #3 cups cornflakes cereal, crushed # salt and pepper to taste "
6,Mom's Chicken,16806,"A super easy chicken dish with only four ingredients, yet it's yummy! Sweet plum jam and tangy barbecue sauce make this chicken a real crowd pleaser. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F590645.jpg,4,713.1,95,4.3,25.4,0.6,17.5,43.0,12.3,0.21280000000000002,0.0497,0.0027,0.0605,0.6013,1.1668,"1 (2 to 3 pound) whole chicken, cut into pieces #½ cup barbecue sauce #3 tablespoons plum jam #1 (1 ounce) package dry onion soup mix "
7,Light and Fluffy Peanut Butter Pie,16807,"Light, fluffy, and creamy peanut butter tatse without all the fat. So easy - just whip, chill, and serve! If you like, garnish this pie with low-fat whipped topping. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1072013.jpg,8,569.8,6,3.0,51.0,3.9,31.2,35.1,10.9,0.0308,0.0506,0.002,0.0064,0.4582,0.5438,"1 (9 inch) prepared graham cracker crust #1 (16 ounce) jar reduced fat peanut butter #1 cup confectioners' sugar #1 (8 ounce) package cream cheese, softened "
8,Very Good Pie,16808,"This fabulous ice-cream pie can be made in any flavor you want!. It's so quick! Racers love it 'cause it's FAST! Use your favorite ice cream, plain old vanilla is fine. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F233363.jpg,8,280.2,4,4.8,35.1,0.9,25.5,14.7,6.0,0.029,0.09079999999999999,0.0007,0.0146,0.1576,0.22340000000000002,"1 (9 inch) prepared graham cracker crust #1 quart vanilla ice cream, softened "
9,Grandman Pork Chops and Rice,16809,Boneless pork chops with Mexican-style rice. Quick and easy! Try adding a few dashes of hot sauce for a little extra heat! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3464119.jpg,4,437.1,38,3.9,42.6,1.8,7.2,13.2,2.9,0.0973,0.0513,0.0035,0.0615,0.7437,1.1217000000000001,"1 ½ cups water #¾ cup uncooked white rice #6 (3/4 inch thick) boneless pork chops #1 teaspoon garlic powder #1 teaspoon ground black pepper #1 teaspoon salt #½ onion, chopped #3 cloves garlic, minced #2 tablespoons olive oil #1 ¼ cups water, divided #1 (10.75 ounce) can tomato soup #2 tablespoons taco sauce "
