,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Cream Of Green Chile Soup,13200,"A creamy, spicy, springtime taste of Mexico. Easy to make, this is a real fiesta of a soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F14076.jpg,6,383.9,40,4.7,25.7,3.9,5.3,25.0,11.8,0.0516,0.3346,0.0018,0.0496,0.6698999999999999,1.601,"2 (6 inch) corn tortillas #¼ cup margarine #2 cups chopped onion #1 clove garlic, minced #½ teaspoon dried oregano #2 bay leaves #3 ½ cups chicken broth #3 (4 ounce) cans chopped green chile peppers #2 potatoes, peeled and chopped #½ teaspoon salt #⅓ teaspoon ground cumin #¼ teaspoon ground black pepper #⅓ cup heavy whipping cream #2 cups shredded Monterey Jack cheese "
1,Tomato Bisque I,13201,"Fast and easy! Increasing it is easy too, just open up another can! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1111614.jpg,4,156.7,33,4.6,13.6,2.2,7.2,11.5,6.9,0.0409,0.0958,0.0029,0.027899999999999998,0.4546,0.4601,2 (14.5 ounce) cans stewed tomatoes #1 cup heavy cream #1 teaspoon dried basil 
2,Tortilla Chicken Vegetable Soup,13202,"This hearty soup is an anything-goes recipe! Try using carrots instead of red bell pepper; extra garlic, no problem! I love a lot of cilantro! Whatever your choice of veggies, it's wonderful and sure to please your family's tastebuds. At our house, I put a bottle of our favorite hot sauce on the table for those who like to spice up their tortilla soup. Garnish with Monterey Jack cheese and tortilla chips. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F401935.jpg,9,303.9,41,4.6,24.6,3.3,5.2,11.3,3.1,0.0665,0.0684,0.0037,0.0441,0.5247999999999999,0.37060000000000004,"1 (3 pound) whole chicken, cut into pieces #4 quarts water #3 stalks celery, chopped #2 cloves garlic #1 onion, finely diced #2 (14 ounce) cans peeled and diced tomatoes with juice #2 cubes chicken bouillon #1 red bell pepper, chopped #½ teaspoon ground cumin #¼ teaspoon ground cayenne pepper #¼ teaspoon ground white pepper #1 (10 ounce) package frozen corn kernels #1 bunch green onions, thinly sliced #2 bunches chopped fresh cilantro #2 cups cooked white rice # salt to taste "
3,Creamy Broccoli Soup,13203,"A quick, creamy, hearty soup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1072523.jpg,5,160.8,242,4.6,9.1,1.4,3.8,9.2,5.6,0.027600000000000003,0.24919999999999998,0.0009,0.0238,0.3345,0.4806,2 cups chicken broth #2 ½ cups fresh broccoli #¼ cup chopped onion #1 cup milk #2 tablespoons all-purpose flour #1 cup shredded Cheddar cheese (Optional)#½ teaspoon dried oregano # salt and pepper to taste 
4,Avocado Frappe,13204,"Very simple and tasty. A refreshing, chilled frappe for springtime! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F41961.jpg,5,203.7,4,3.4,14.2,5.6,7.4,14.7,3.6,0.011699999999999999,0.18409999999999999,0.0006,0.0402,0.6153,0.5308999999999999,2 avocados #1 tablespoon orange zest #⅛ teaspoon ground ginger #1 teaspoon salt #1 pinch ground black pepper #3 cups milk 
5,Vichyssoise,13205,"The finest of all cold soups--and the very best thing invented in the USA! This wonderful, smooth soup can be garnished with a very few finely chopped chives. The chef at the Algonquin (where the soup originated) now sprinkles a very little curry powder, and provided it is a VERY little this can be very pleasant. Enjoy. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3034395.jpg,5,280.9,53,4.5,13.1,1.5,3.0,24.8,15.3,0.0879,0.065,0.001,0.0214,0.2354,0.4784,"2 leeks, chopped #1 onion, chopped #2 tablespoons unsalted butter #¾ cup thinly sliced potatoes #2 ⅓ cups chicken stock # salt to taste # ground black pepper to taste #1 ⅛ cups heavy whipping cream "
6,Grandma's Chicken Noodle Soup,13206,"This is a recipe that was given to me by my grandmother. It is a very savory and tasty soup and I believe that all will like it. If you would like to add even more flavor, try using smoked chicken!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F295f80f0361b6059d72f60d0b8ef68ae%2F2752196.jpg,12,146.5,1358,4.4,11.4,0.7,1.6,3.6,0.9,0.0329,0.0258,0.0013,0.0179,0.3548,1.6638,"2 ½ cups wide egg noodles #1 teaspoon vegetable oil #12 cups chicken broth #1 ½ tablespoons salt #1 teaspoon poultry seasoning #1 cup chopped celery #1 cup chopped onion #⅓ cup cornstarch #¼ cup water #3 cups diced, cooked chicken meat "
7,Egg Drop Soup I,13207,A family favorite when we're sick. Garnish with parsley flakes and serve with soy sauce. Better than chicken soup! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F143626.jpg,4,56.2,111,4.3,3.9,0.1,0.5,2.7,0.8,0.09359999999999999,0.0263,0.0007,0.0068,0.0701,1.1879000000000002,4 cups water #4 cubes chicken bouillon #2 eggs #1 teaspoon dried parsley #1 tablespoon dried minced onion #1 tablespoon cornstarch 
8,Beef Curry Soup,13208,This enticing soup originated in South Africa with the curry spice influence of the North. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F336758.jpg,6,381.7,46,4.3,20.5,3.4,5.1,21.3,7.5,0.0665,0.053700000000000005,0.0039,0.0439,0.7761,0.9578,"1 pound cubed beef stew meat #2 onions, chopped #2 tablespoons margarine #6 cups beef stock #2 tablespoons curry powder #2 bay leaves #2 potatoes, sliced #2 tablespoons distilled white vinegar #2 teaspoons salt "
9,Roasted Garlic Soup,13209,"Four entire bulbs of garlic, roasted to sweetness, and incorporated in a creamy soup. You can stop at the puree stage, and refrigerate for up to one day before adding the cream and lemon juice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F212095.jpg,4,727.9,71,4.4,48.8,3.7,6.2,54.9,27.0,0.1273,0.21869999999999998,0.004200000000000001,0.0522,0.7149,0.9368,"4 bulbs garlic #¼ cup olive oil #6 tablespoons unsalted butter #4 leeks, chopped #1 onion, chopped #6 tablespoons all-purpose flour #4 cups chicken broth #⅓ cup dry sherry #1 cup heavy whipping cream #1 tablespoon lemon juice, or to taste # salt to taste #¼ teaspoon freshly ground white pepper #2 tablespoons chopped fresh chives "
10,Chicken Meatball Soup,13210,"Much like wedding soup, I have slightly modified to suit my family's taste. A favorite among even picky eaters. Serve over egg noodles. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F604283.jpg,6,430,56,4.4,85.2,10.4,25.1,6.8,0.8,0.0348,0.1338,0.003,0.0269,0.38680000000000003,1.7306,"1 pound ground chicken breast #½ teaspoon ground black pepper #½ teaspoon salt #⅝ cup Italian seasoned bread crumbs #1 egg, beaten #1 tablespoon vegetable oil #1 cup chopped onion #1 ½ teaspoons minced garlic #4 cups water #1 (32 fluid ounce) container chicken broth #1 ½ cups sliced carrots #1 ½ cups chopped celery #1 ½ cups sliced parsnip #½ teaspoon salt #½ teaspoon ground black pepper #2 bay leaves "
11,Vegetable Soup I,13211,"Homey, flavorful, and chock-full of healthy, fresh vegetables. This super soup boasts a big bonus - its easy to make!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8658076.jpg,8,70,33,4.5,12.4,2.7,5.3,0.6,0.2,0.0,0.037,0.0014,0.0232,0.5036,1.1522999999999999,6 cups beef broth #1 (15 ounce) can tomato sauce #1 (14.5 ounce) can diced tomatoes #1 ½ cups diced carrots #1 ¼ cups diced potatoes #1 cup chopped celery #½ cup chopped onion #⅛ teaspoon ground black pepper #½ teaspoon salt 
12,Fasolatha,13212,Fasolatha is the national Greek dish. It has nourished generations. Olive oil is one of the vital ingredients of this delicious dish so do not economize with it. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1084432.jpg,6,303.7,32,4.4,26.8,6.8,4.3,18.4,2.6,0.0,0.1045,0.0047,0.0715,0.7424,0.1983,"1 cup white kidney beans #1 onion, thinly sliced #2 small carrots, sliced #1 stalk celery, chopped #1 (14.5 ounce) can diced tomatoes #1 tablespoon tomato paste #1 teaspoon dried oregano #1 teaspoon dried thyme #½ cup olive oil #3 cups water #2 tablespoons chopped fresh parsley # salt to taste # ground black pepper to taste "
