,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,"Fettuccini with Mushroom, Ham and Rose Sauce",11800,"Thick, creamy, and oooh so heavenly. Not your everyday pasta dish! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F359061.jpg,8,477.9,233,4.7,53.2,4.6,5.1,24.8,14.4,0.077,0.0691,0.0028,0.0451,0.42610000000000003,0.1916,"1 pound dry fettuccine pasta #¼ cup butter #½ cup finely diced onion #3 cloves garlic, minced #1 pound fresh sliced mushrooms #2 teaspoons dried oregano #2 teaspoons dried basil #2 teaspoons dried parsley #6 slices ham, chopped #1 ½ cups heavy whipping cream #1 cup spaghetti sauce #1 teaspoon crushed red pepper (Optional)"
1,Spaghetti Sauce I,11801,A sweeter-than-usual spaghetti sauce. I never make it the same way twice. Try varying the spices for different flavors. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F257831.jpg,4,515,83,4.3,27.2,3.9,22.1,35.5,16.8,0.1156,0.06420000000000001,0.0047,0.060399999999999995,1.0600999999999998,1.2618,"1 pound lean ground beef #1 onion, chopped #2 (15 ounce) cans tomato sauce #¼ cup white sugar #¼ cup butter #2 teaspoons dried oregano #¼ tablespoon dried basil # salt to taste # ground black pepper to taste #1 pinch garlic powder "
2,Spaghetti Sauce II,11802,A very thick and dark sauce with a little red pepper kick. Adjust the crushed red pepper to suit your tastes. This sauce freezes well too. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4792481.jpg,6,402.6,330,4.5,22.5,4.9,13.0,28.8,9.3,0.0575,0.1263,0.005,0.060700000000000004,1.1227,1.1898,"1 onion, chopped #3 cloves garlic, minced #2 tablespoons olive oil #1 (28 ounce) can whole peeled tomatoes #2 (6 ounce) cans tomato paste #2 tablespoons dried basil #1 tablespoon dried oregano #2 bay leaves #1 tablespoon white sugar #¼ teaspoon crushed red pepper flakes #¼ cup red wine #1 pound Italian sausage links "
3,Chicken Lasagna I,11803,A good chicken lasagna recipe from my husband's grandmother. She served it with a tossed salad and light desert. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1108209.jpg,8,554.8,29,4.4,46.8,2.4,4.0,24.3,13.3,0.0989,0.32589999999999997,0.0031,0.056299999999999996,0.4107,0.7482000000000001,"18 lasagna noodles #1 ½ cups cottage cheese, creamed #3 cups diced, cooked chicken meat #2 cups shredded Cheddar cheese #½ cup grated Parmesan cheese #½ cup chopped onions #½ cup chopped green bell pepper #½ cup chopped red bell pepper #1 ½ cups sliced mushrooms #4 tablespoons butter #1 (10.75 ounce) can condensed cream of chicken soup #⅓ cup milk "
4,Mushroom Sauce for Pasta,11804,A rich mushroom sauce perfect for lasagna. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F70035.jpg,8,101.9,67,4.5,5.6,0.6,1.9,8.3,4.4,0.019100000000000002,0.0232,0.0006,0.007,0.1279,0.2965,"½ cup chopped onion #½ cup chopped green bell pepper #½ cup red bell pepper, chopped #1 ½ cups fresh sliced mushrooms #4 tablespoons butter #1 (10.75 ounce) can condensed cream of chicken soup #⅓ cup milk "
5,Mouse's Macaroni and Cheese,11805,The cheesiest and easiest recipe I know. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9253606.jpg,6,462.6,961,4.5,34.2,1.3,8.2,25.9,16.1,0.07809999999999999,0.5401,0.0015,0.0386,0.3983,1.3325,"1 ½ cups uncooked elbow macaroni #¼ cup butter #2 tablespoons all-purpose flour #1 teaspoon mustard powder #1 teaspoon ground black pepper #2 cups milk #8 ounces American cheese, cubed #8 ounces processed cheese food (eg. Velveeta), cubed #¼ cup seasoned dry bread crumbs "
6,Penne All' Arrabbiata,11806,"Arrabbiata is Italian for ""angry,"" which refers to the spicy red peppers in this dish. Garnish with grated Romano cheese and fresh parsley, if desired. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2183606.jpg,5,779.2,17,4.1,112.2,7.7,10.6,24.8,6.9,0.0268,0.12079999999999999,0.0068,0.1055,0.8601,1.1653,"1 ½ pounds penne pasta #1 tablespoon extra virgin olive oil #1 onion, chopped #4 cloves garlic, sliced #4 cups canned whole tomatoes, crushed #3 tablespoons capers #½ cup pitted and halved green olives #1 ½ teaspoons crushed red pepper #3 anchovy filets, rinsed and chopped #6 leaves fresh basil #1 pinch salt # ground black pepper to taste #⅔ cup red wine #1 cup fresh sliced mushrooms #6 ½ ounces pancetta bacon, finely chopped "
7,Penne with Vegan Arrabbiata Sauce,11807,"This is a nice dish, meatless and goes well with a small side salad, piece of bread and a hearty appetite. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F77856.jpg,14,389.1,14,4.4,52.9,8.7,1.1,17.9,2.6,0.0,0.144,0.0060999999999999995,0.0947,1.2229,0.5195,"1 pound penne pasta #1 cup extra virgin olive oil #7 cloves garlic, minced #7 (28 ounce) cans crushed tomatoes #2 ½ teaspoons crushed red pepper flakes #2 bay leaves #10 leaves fresh basil "
8,Creamy Pesto Shrimp,11808,"One of our family's favorites, it's also great when made with crab meat instead of the shrimp. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F69b5e199ddf35dd5a33db4e143e42933%2F1649172791C208EB75-8ACA-45B2-AD62-60DD5CBDCFEA.jpeg,8,646,1041,4.6,43.0,2.7,0.2,42.5,24.3,0.2104,0.2542,0.0039,0.054299999999999994,0.217,0.4372,"1 pound linguine pasta #½ cup butter #2 cups heavy cream #½ teaspoon ground black pepper #1 cup grated Parmesan cheese #⅓ cup pesto #1 pound large shrimp, peeled and deveined "
9,Country Pasta with Mozzarella,11809,This hearty pasta dish can be used as the main dish or as a side dish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F28257.jpg,6,443.6,46,3.7,30.8,2.1,2.2,27.1,11.3,0.0578,0.2546,0.0018,0.0385,0.2914,0.6092000000000001,"8 ounces rigatoni pasta #8 slices bacon, cut into 1 inch pieces #2 cups broccoli florets #2 cloves garlic, minced #2 cups shredded mozzarella cheese #¼ cup grated Parmesan cheese #⅛ teaspoon cayenne pepper #¼ cup chopped fresh parsley "
