,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Honey Black Pepper Chicken Wings,20200,"Chicken wings marinated in a spicy, flavorful honey soy mixture, then deep fried. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5443679.jpg,8,205.5,8,3.0,13.1,1.1,7.8,15.8,2.4,0.009699999999999999,0.0291,0.0009,0.0132,0.1087,0.288,"8 chicken wings #2 red onions, minced #4 cloves garlic, finely chopped #1 slice fresh ginger root, minced # water as needed #2 teaspoons sesame seeds #1 tablespoon sesame oil #2 tablespoons dark soy sauce #2 tablespoons white wine #1 ½ tablespoons oyster sauce #1 tablespoon fresh lemon juice #3 tablespoons honey #1 pinch salt #1 slice fresh ginger root, finely chopped #4 cloves garlic, finely chopped #10 black peppercorns, coarsely ground #4 cups oil for deep frying "
1,Australian Deep Fried Chicken Wings,20201,This is an Australian recipe given to me by a Chinese Chef! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F216541.jpg,4,409.7,14,3.7,28.8,0.9,0.5,27.8,4.3,0.0198,0.011,0.0015,0.0179,0.1173,1.0705,8 chicken wings #4 tablespoons soy sauce #3 tablespoons oyster sauce #3 tablespoons sweet sherry # salt and pepper to taste #½ cup all-purpose flour #½ cup corn flour #1 quart oil for deep frying 
2,Irish Black Russian,20202,Traditional cocktail with an Irish twist. Adjust quantities to suit your taste. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F813322.jpg,1,656.1,5,3.2,67.9,0.0,55.2,0.2,0.1,0.0,0.0116,0.0002,0.0053,0.0201,0.0255,1 (1.5 fluid ounce) jigger coffee flavored liqueur #2 (1.5 fluid ounce) jiggers vodka #1 (12 fluid ounce) can or bottle Irish stout beer #1 (12 fluid ounce) can or bottle cola-flavored carbonated beverage 
3,Old-Fashioned Chocolate Egg Cream,20203,This drink contains neither cream or eggs - contrary to the name. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F970341.jpg,1,270.3,7,3.0,54.5,1.9,42.9,3.3,1.9,0.009800000000000001,0.15830000000000002,0.0016,0.0638,0.3527,0.10909999999999999,"¼ cup chocolate syrup #½ cup cold milk #⅔ cup carbonated water, chilled "
4,Mango Passion Fruit Frozen Punch for Adults,20204,Frozen 'kick in the butt' punch! ,0,8,262.6,6,4.4,41.4,0.0,32.3,0.0,0.0,0.0,0.0053,0.0,0.0018,0.0022,0.0427,"2 (12 fluid ounce) cans passion fruit frozen concentrate #6 cups water #4 mangos - peeled, seeded, and cubed #12 fluid ounces vodka "
5,"Hop, Skip, and Go Naked",20205,"A quick, inexpensive, good tasting, inhibitor breaking, outdoor party making drink for adults. Best if made with cheap beer and whiskey. Give your car keys to a responsible sober adult BEFORE drinking. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F614279.jpg,12,241.1,24,4.5,23.5,0.1,16.5,0.1,0.0,0.0,0.009699999999999999,0.0003,0.0125,0.0729,0.0086,6 (12 fluid ounce) cans or bottles beer #1 (12 fluid ounce) can frozen lemonade concentrate #1 pint whiskey 
6,Michigan Fizz,20206,Michigan cherries give this drink a tangy twist. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fe94aa2e809462dc42792f4abbf5b0c3c%2F614329.jpg,1,188.6,8,4.8,46.8,0.0,45.1,0.0,0.0,0.0,0.0,0.0006,0.0,0.21230000000000002,0.0555,3 tablespoons frozen cherry juice concentrate #1 cup ginger ale soda 
7,Colorado Bulldog,20207,A delicious blend accented with coffee liqueur. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F984518.jpg,1,467.4,29,4.0,56.3,0.0,55.3,5.9,3.7,0.0198,0.0446,0.0002,0.0094,0.0577,0.0356,1 cup crushed ice #1 (1.5 fluid ounce) jigger vodka #1 (1.5 fluid ounce) jigger coffee flavored liqueur #1 (12 fluid ounce) can or bottle cola-flavored carbonated beverage #1 fluid ounce light cream 
8,Fuzzy Italian Navel,20208,This is soooo Goood! Peach and orange intermingle with a touch of carbonation! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F95464.jpg,1,581.1,7,5.0,103.4,0.5,83.4,0.8,0.1,0.0,0.0329,0.0006,0.0315,0.5258999999999999,0.0254,1 (1.5 fluid ounce) jigger grenadine syrup #2 (1.5 fluid ounce) jiggers peach schnapps #1 cup orange juice #2 fluid ounces carbonated water 
9,Shirley Temple I,20209,A simple party drink for kids! Easily multiplied. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F13318.jpg,1,118.6,31,4.2,29.9,0.1,14.1,0.0,0.0,0.0,0.0043,0.0001,0.0025,0.0176,0.016399999999999998,.285 cup lemon-lime flavored carbonated beverage #1 ½ tablespoons grenadine syrup #1 maraschino cherry 
10,Caipirinha,20210,"Brazil's national cocktail is so refreshing and delicious! Ask your liquor store to order Cachaca for you if they don't stock it, there's no substitute. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F666e163b6fea451a32f7b936012359ae%2F5462739.jpg,1,176.7,33,4.5,4.2,0.0,4.2,0.0,0.0,0.0,0.0066,0.0001,0.0022,0.0036,0.0072,"½ lime, quartered #1 teaspoon white sugar #2 ½ fluid ounces cachaca #1 cup ice cubes "
11,Creamy Hot Cocoa,20211,A hot chocolate recipe that's old fashioned and comforting. It makes the kitchen smell wonderful and it's good for the soul. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9436916.jpg,4,310,1104,4.4,52.8,2.4,47.7,8.7,5.4,0.028300000000000002,0.2918,0.0011,0.0626,0.4709,0.1021,¾ cup white sugar #⅓ cup unsweetened cocoa powder #1 pinch salt #⅓ cup boiling water #3 ½ cups milk #¾ teaspoon vanilla extract #½ cup half-and-half cream 
12,Fried Wild Turkey,20212,Southern-fried turkey with all the trimmings! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F021c8a5e559d9ca30d163ab338fcb696%2F754287.jpg,1,411.3,1,1.7,58.2,0.0,18.1,0.1,0.0,0.0,0.0076,0.0003,0.0044,0.011300000000000001,0.0438,1 (12 fluid ounce) can or bottle lemon-lime flavored carbonated beverage #1 (1.5 fluid ounce) jigger bourbon whiskey #1 (1.5 fluid ounce) jigger hazelnut liqueur 
13,Pina Colada II,20214,This recipe is excellent for very hot days! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3824585.jpg,6,145.1,3,4.7,14.4,0.0,3.3,0.0,0.0,0.0,0.013,0.0004,0.013300000000000001,0.08940000000000001,0.0158,1 lemon #1 tablespoon white sugar #4 slices canned pineapple #1 (750 milliliter) bottle white wine #2 cups lemon-lime flavored carbonated beverage 
14,Dad's Melon Sour,20215,"We've all had sours before, but my dad's simple Melon Sour is the best I've had. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F27ff83f023b209e185ddedc18b514897%2F4440974.jpg,1,231.7,3,4.5,32.3,0.1,24.9,0.2,0.0,0.0,0.0022,0.0,0.0019,0.037899999999999996,0.0043,2 fluid ounces melon liqueur #1 fluid ounce lemon juice #1 teaspoon simple syrup 
