,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,World's Best Lasagna,23600,"It takes a little work, but it is worth it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F9f52af01b659fccce526ea36b3b335eb%2F1651971718F23F759C-37B0-4BF1-A64B-9882B64AEB4B.jpeg,12,448.2,13396,3.5,36.5,4.0,8.6,21.3,9.9,0.0818,0.4418,0.0040999999999999995,0.0668,0.8757,1.4004,"1 pound sweet Italian sausage #¾ pound lean ground beef #½ cup minced onion #2 cloves garlic, crushed #1 (28 ounce) can crushed tomatoes #2 (6 ounce) cans tomato paste #2 (6.5 ounce) cans canned tomato sauce #½ cup water #2 tablespoons white sugar #1 ½ teaspoons dried basil leaves #½ teaspoon fennel seeds #1 teaspoon Italian seasoning #1 ½ teaspoons salt, divided, or to taste #¼ teaspoon ground black pepper #4 tablespoons chopped fresh parsley #12 lasagna noodles #16 ounces ricotta cheese #1 egg #¾ pound mozzarella cheese, sliced #¾ cup grated Parmesan cheese "
1,Basic Sauce for Pasta,23601,"This is a basic mild pasta sauce my mother made for years and is still a family favorite. You can add browned ground beef, mushrooms, grated carrots, zucchini or other veggies. We especially like mushrooms or ground beef. It's easy and quick but as with most things like this, the longer and slower it simmers the better it tastes. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F483.jpg,4,81.7,24,4.3,9.7,2.1,6.0,4.5,1.0,0.0029,0.0417,0.0014,0.0221,0.43489999999999995,0.651,"1 tablespoon olive oil #1 onion, finely chopped #1 clove garlic, minced #2 (8 ounce) cans tomato sauce #1 teaspoon dried oregano # salt and pepper to taste #1 tablespoon processed cheese sauce #1 cup water "
2,Kay's Spaghetti and Lasagna Sauce,23602,"This sauce came from a good friend's Italian mother-in-law. It is easy, and by far the best homemade sauce I know of. Great for both spaghetti and lasagna. Pssst...the secret is the sugar! Also, as I am now vegetarian, it tastes great with out the meat! Just substitute two tablespoons olive oil for the beef. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2Fec27388bae6c17dac4d1f40542179a21%2F1651715818B33DF2EC-89AB-4B1A-8980-C689C99EF738.jpeg,8,205.6,589,4.4,22.0,3.8,8.8,8.4,3.1,0.0342,0.0925,0.0039,0.046200000000000005,0.7283,0.3792,"1 (28 ounce) can stewed tomatoes #1 (28 ounce) can crushed tomatoes #1 pound lean ground beef #2 yellow onions, chopped #2 green bell peppers, chopped #5 cloves garlic, chopped #2 tablespoons white sugar #1 tablespoon dried basil #½ teaspoon dried oregano # salt and pepper to taste "
3,Baked Macaroni,23603,Simple and cheesy homemade baked macaroni dish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F968085.jpg,8,494,28,3.2,44.4,2.5,1.5,24.1,14.4,0.1135,0.43,0.0024,0.0433,0.1455,0.3902,"1 (16 ounce) package macaroni #2 eggs #¼ cup milk # ground black pepper to taste #1 (16 ounce) package sharp Cheddar cheese, shredded #2 tablespoons butter, sliced "
4,Spaghetti Skillet Dinner,23604,Fixin's for your family in one pan. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1104502.jpg,5,536.3,28,4.2,62.3,4.8,8.0,17.5,7.4,0.0694,0.2622,0.0058,0.07890000000000001,0.7893,0.44980000000000003,"1 pound lean ground beef #1 cup chopped onions #½ cup chopped green bell peppers #1 cup sliced mushrooms #1 (28 ounce) can whole peeled tomatoes, with liquid #12 ounces spaghetti, broken into pieces #1 cup water #1 ½ teaspoons Italian seasoning # salt and pepper to taste #1 cup shredded mozzarella cheese "
5,Souper Skillet Pasta,23605,Souper simple! Macaroni with beef and tomatoes in an onion soup sauce topped with melted Mozzarella. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9004608.jpg,6,366.2,57,4.3,35.7,3.3,4.0,14.2,6.0,0.055600000000000004,0.1911,0.0038,0.046299999999999994,0.465,0.7705,"1 pound lean ground beef #1 (1 ounce) package dry onion soup mix #1 teaspoon dried oregano #1 (28 ounce) can whole peeled tomatoes, undrained and chopped #2 cups water #2 cups macaroni #⅓ cup grated Parmesan cheese #½ cup shredded mozzarella cheese "
6,Company Casserole,23606,Egg noodles and beef in a tomato and mushroom sauce with cottage and Cheddar cheese. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F965327.jpg,5,466.7,16,3.7,39.1,3.2,5.6,20.7,9.1,0.106,0.15259999999999999,0.004200000000000001,0.0616,0.6508999999999999,1.1821,"1 (8 ounce) package egg noodles #1 pound lean ground beef #1 onion, chopped #2 (7 ounce) cans tomato sauce with mushrooms #1 teaspoon salt #¼ teaspoon black pepper #¼ teaspoon ground cinnamon #1 cup cottage cheese #½ cup chopped green onions #½ cup shredded Cheddar cheese "
7,White Cream Sauce,23607,"Serve as a sauce for gravy, pasta and vegetables. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F266607.jpg,8,236.4,16,2.6,9.1,0.8,0.1,22.1,13.7,0.0815,0.048100000000000004,0.0005,0.0075,0.0726,0.0232,"2 cups heavy cream #½ cup all-purpose flour #1 lemon, juiced "
8,Meatball Spaghetti Sauce,23608,"Tasty seasoned meatballs simmered in a flavorful red sauce. For a creamier sauce, substitute milk for the water. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2Fc91dc507044ed7f2f956282002e1831b%2F265083.jpg,6,375,61,4.0,32.3,1.9,11.4,18.9,5.8,0.07890000000000001,0.10690000000000001,0.0040999999999999995,0.0354,0.548,1.4329,"1 pound lean ground beef #1 cup dry bread crumbs #⅔ cup milk #1 egg #2 cloves garlic, minced #2 onions, finely chopped #1 teaspoon salt #1 teaspoon dried parsley #⅛ teaspoon black pepper #2 tablespoons olive oil #2 (10.75 ounce) cans condensed tomato soup #2 (10.75 ounce) cans water #2 tablespoons lemon juice #½ teaspoon salt #1 teaspoon dried parsley #½ teaspoon dried basil leaves #½ teaspoon dried sage #½ teaspoon dried thyme #¼ teaspoon cayenne pepper "
9,Everything in the Fridge Pasta Sauce,23609,"Late coming home from work? Kids asking, u0022What's for dinner?u0022 This chunky sauce is for you. It only takes minutes to make. Serve over angel hair pasta with sprig of fresh basil for garnish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F709804.jpg,4,142.9,12,4.4,14.8,4.2,7.2,9.0,1.6,0.0022,0.096,0.0029,0.0312,0.5808,0.9649,"1 tablespoon olive oil #4 roma (plum) tomato #1 green bell pepper, chopped #1 tablespoon chopped fresh cilantro #4 cloves garlic, chopped #¼ cup chopped white onion #1 (15 ounce) can tomato sauce #2 tablespoons grated Parmesan cheese #1 (6 ounce) can black olives, drained and sliced "
