,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Pork Loin Stuffed with Spinach,21700,"Pork loin stuffed with spinach, onion, garlic and bread crumbs, basted in a fabulous sweet sauce. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F963857.jpg,5,356.9,115,4.3,12.3,1.5,4.9,13.4,3.4,0.1177,0.0727,0.0031,0.081,0.8877999999999999,0.5839,"½ (10 ounce) package frozen chopped spinach, thawed and drained #3 tablespoons margarine #½ cup diced onion #1 clove garlic #⅓ cup dry bread crumbs #3 pounds pork tenderloin #2 tablespoons ketchup #¼ cup orange juice #2 tablespoons teriyaki sauce #½ teaspoon ground cumin "
1,Seafood Mousse,21701,Seafood Mousse is a very good spread to use at a family gathering or at a party. It was given to me by a dear friend. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F810279.jpg,8,365.9,13,4.7,6.3,0.7,1.8,33.7,10.0,0.10779999999999999,0.0579,0.0016,0.0179,0.18780000000000002,0.6113,"2 cups cooked shrimp, minced #¾ cup minced onion #¾ cup minced celery #1 (10.75 ounce) can condensed cream of celery soup #1 (8 ounce) package cream cheese, softened #1 envelope (1 tablespoon) unflavored gelatin #1 tablespoon fresh lemon juice #1 cup mayonnaise "
2,Grandmother's Pound Cake II,21702,"This recipe is over 100 years old and is the original kind of pound cake: it contains 1 pound each of butter, sugar, eggs and flour and contains no salt, baking powder or flavoring (but flavoring such as vanilla extract or almond extract can be added if desired!) ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9352919.jpg,30,263.6,522,4.6,33.1,0.5,20.4,13.5,8.2,0.0702,0.018,0.001,0.0058,0.0434,0.1037,2 cups butter #3 cups white sugar #6 eggs #4 cups all-purpose flour #⅔ cup milk 
3,Strawberry Sparkles,21704,"This is a great dessert item! These strawberry sparkles are sweet and delicious! Try them anytime you get a sweet tooth! They also add fantastic color to your table. Try making red, white, and blue sugar color for a great Fourth of July look. Great at picnics also! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F181786.jpg,15,48.6,15,4.2,5.7,0.5,4.9,2.7,1.7,0.0083,0.0099,0.0002,0.0036,0.045700000000000005,0.022600000000000002,"4 ounces cream cheese, softened #2 teaspoons confectioners' sugar #4 teaspoons milk #½ teaspoon vanilla extract #¼ cup white sugar #2 drops red food coloring #1 pint fresh strawberries "
4,Scalloped Cabbage with Ham and Cheese,21705,A cheesy scalloped cabbage and ham casserole. Great for potlucks. A bag of slaw can be substituted for the cabbage. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9202437.jpg,4,457.3,55,4.5,19.2,4.5,4.6,31.4,16.8,0.0915,0.4526,0.0036,0.09340000000000001,0.9641000000000001,2.8001,"1 medium head cabbage, chopped #1 onion, chopped #1 ½ cups cooked ham, diced #2 tablespoons butter #2 tablespoons all-purpose flour #1 cup milk #1 teaspoon salt #¾ cup processed American cheese #2 tablespoons dry bread crumbs "
5,Salmon Pie II,21707,"A chunky fresh tomato topping is served over this rich seafood pie. In place of salmon, 3 - 6 1/2 oz cans tuna, drained, and flaked can be substituted. ",0,6,786.6,6,3.0,76.4,3.8,10.5,36.4,18.9,0.169,0.4695,0.0048,0.0792,0.6785,2.2314000000000003,"¼ cup butter, melted #¾ cup finely crushed herb-seasoned dry bread stuffing mix #2 cups finely crushed herb-seasoned dry bread stuffing mix #1 cup shredded Cheddar cheese #1 cup water #½ cup milk #1 (16 ounce) can salmon, drained and flaked #2 eggs #1 teaspoon chicken bouillon granules #½ teaspoon dry mustard #2 tablespoons chopped fresh parsley #1 tablespoon finely chopped onion #⅓ cup butter #2 tablespoons cornstarch #1 ⅓ cups water #1 teaspoon dried dill weed #½ teaspoon salt #2 cups cubed tomatoes "
6,Ham Spread,21710,This recipe uses leftover ham with onion and dill pickle relish for a delicious sandwich spread or dip for crackers. You can substitute 10 green olives with pimentos for the dill pickle relish. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F429626.jpg,8,165.6,39,4.1,1.8,0.1,1.3,12.6,4.0,0.0343,0.0063,0.0004,0.0096,0.189,0.8096,1 pound cooked ham #⅓ cup chopped onions #2 teaspoons dill pickle relish #1 teaspoon prepared mustard #¼ cup creamy salad dressing (e.g. Miracle Whip) 
7,Vanilla Ice Cream VI,21711,A no-cook vanilla ice cream! This recipe contains raw eggs. It is designed for an old-fashioned ice cream maker that yields 1 gallon; be sure to scale recipe down if you have a countertop model. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F31101.jpg,32,126.3,39,4.3,20.3,0.0,20.3,3.3,1.9,0.0338,0.119,0.0002,0.0116,0.1502,0.0892,4 eggs #2 ½ cups white sugar #½ teaspoon salt #6 cups milk #3 cups evaporated milk #2 tablespoons vanilla extract #1 cup water 
8,Chocolate-Covered Strawberries,21712,"The simplest version of chocolate-covered strawberries I know. Paraffin was originally used instead of shortening. White chocolate may be drizzled over the milk chocolate for a fancier look. They are perfect for weddings when decorated with frosting bow ties, bells, butterflies, roses, etc. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9331051.jpg,24,115,910,4.8,12.7,0.4,10.9,7.3,4.0,0.0062,0.027899999999999998,0.0001,0.0025,0.0289,0.0313,16 ounces milk chocolate chips #2 tablespoons shortening # toothpicks #1 pound fresh strawberries with leaves 
9,Chicken Spring Rolls,21714,"These spring rolls are easy to make and don't involve any exotic ingredients. Even without fancy sauces, they're filled with flavor! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3032.jpg,10,299.5,15,4.1,26.3,1.1,2.3,13.9,2.5,0.038200000000000005,0.0317,0.0023,0.0171,0.15519999999999998,0.5868,"1 quart oil for deep frying #2 (10 ounce) cans chunk chicken, drained and flaked #1 small onion, grated #½ cup finely shredded cabbage #1 small carrot, grated #¼ cup barbeque sauce #1 dash hot pepper sauce #1 dash soy sauce #1 dash Worcestershire sauce #1 (14 ounce) package spring roll wrappers "
10,Seafood Salad,21715,I have made this for over 20 years--people still always ask me to make it! I vary it a little and it still tastes new. ,0,6,634.1,10,3.8,77.2,3.7,22.8,24.1,3.9,0.0785,0.0952,0.0034,0.06709999999999999,0.4884,0.6878,"1 (16 ounce) package seashell pasta #1 (6 ounce) can crabmeat #1 (5 ounce) can tuna #1 (4 ounce) can shrimp #3 carrots, grated #1 onion, grated #1 cup creamy salad dressing (e.g. Miracle Whip) #½ cup French dressing #½ cup milk #4 tablespoons white sugar "
11,Creamy Spinach Dip,21716,"A very yummy and creamy dip that's great for parties. Serve with crackers, tortilla chips or pita bread. Scallions may be used in place of diced onion. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3677232.jpg,56,48.3,10,3.6,1.0,0.3,0.2,4.4,2.7,0.0136,0.026600000000000002,0.0004,0.0091,0.0544,0.0557,"3 (8 ounce) packages cream cheese, softened #½ cup plain yogurt #½ cup cottage cheese #2 (14 ounce) cans spinach #¼ cup diced onion # salt to taste "
12,Streusel Apple Coffeecake,21717,Wonderfully moist coffee cake with a layer of apples and streusel in the middle and more streusel on top. Very good. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F911756.jpg,16,482,78,4.5,68.4,1.8,42.9,21.0,10.2,0.0747,0.1123,0.0021000000000000003,0.027800000000000002,0.1977,0.2344,"1 ½ cups packed light brown sugar #¾ cup all-purpose flour #½ cup butter, chilled and diced #2 teaspoons ground cinnamon #1 cup chopped walnuts #3 ¼ cups all-purpose flour #1 ½ teaspoons baking powder #¾ teaspoon baking soda #¾ cup butter, room temperature #1 ½ cups white sugar #3 eggs #2 teaspoons vanilla extract #16 ounces plain low-fat yogurt #2 Granny Smith apples - peeled, cored and finely diced "
13,Deep Fried Cheese Curds,21718,"Straight out of Wisconsin, fried cheese curds are a favorite at carnivals and fairs. They look like little balls of popcorn and taste like cheese! Use up to 2 pounds of cheese curds with this recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8230263.jpg,24,136.2,49,3.7,4.5,0.1,0.4,10.5,4.7,0.0358,0.15780000000000002,0.0005,0.0076,0.037399999999999996,0.19640000000000002,"1 cup all-purpose flour #1 ½ teaspoons baking powder #½ teaspoon salt #2 eggs, beaten #½ cup milk #1 pound cheese curds #1 quart oil for frying "
14,Chicken Chile Spaghetti,21719,"Top with shredded mozzarella before baking, if desired. Also an easy recipe to make in your Crock-Pot®--use no butter and add 1 cup of canned chicken broth. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F11059.jpg,10,557.6,113,4.5,33.9,2.8,6.2,34.2,17.9,0.1227,0.3015,0.0025,0.056299999999999996,0.473,1.0608,"1 (2 to 3 pound) whole chicken #12 ounces vermicelli pasta #¾ cup butter #4 stalks celery, chopped #1 clove garlic, minced #1 onion, chopped #1 green bell pepper, chopped #2 (10 ounce) cans diced tomatoes with green chile peppers #1 pound processed cheese, cubed #2 (4.5 ounce) cans sliced mushrooms "
15,Scrapple,21720,"Originally of Pennsylvania Dutch origin, scrapple was made from the bits and pieces of the pig not suited for anything else! This streamlined recipe takes only minutes to prepare ... perfect for making the night before. Serve topped with choice of warmed syrup. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2163974.jpg,8,576,26,3.7,41.2,0.7,26.9,38.9,15.0,0.0745,0.1551,0.0016,0.0282,0.3821,0.6312000000000001,1 ½ pounds ground pork sausage #1 (14 ounce) can sweetened condensed milk #1 cup yellow cornmeal #⅛ teaspoon coarsely ground black pepper 
16,Chinese Barbecued Chicken,21721,"Barbecue anytime! Let your oven and this exciting blend of hoisin, oyster and soy sauces and seasonings such as ginger and chili puree take you on a taste adventure! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F981162.jpg,6,364.2,3,4.7,11.5,0.3,8.0,18.9,5.1,0.11259999999999999,0.0256,0.0019,0.0325,0.3092,0.3665,"3 tablespoons hoisin sauce #2 tablespoons apricot preserves #1 tablespoon honey #1 ½ teaspoons chopped fresh ginger root #1 ½ teaspoons peanut oil #1 ½ teaspoons oyster sauce #1 ½ teaspoons soy sauce #1 ½ teaspoons dry sherry #1 teaspoon chili puree with garlic #¼ teaspoon Chinese five-spice powder #1 clove garlic, finely chopped #1 (3 pound) whole chicken, cut into pieces "
