,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Tasty Taco Bean Dip,23700,Serve this very easy and tasty bean dip with tortilla chips. Baked beans add a unique flavor to an otherwise traditional favorite. It's always the first to go at parties! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2309760.jpg,64,35.7,4,3.4,4.0,0.7,1.6,1.6,0.8,0.0037,0.032299999999999995,0.0002,0.0062,0.060899999999999996,0.1734,"2 tablespoons olive oil #1 (4 ounce) can chopped green chile peppers #1 small onion, diced #2 (16 ounce) cans vegetarian baked beans #1 (1.25 ounce) package taco seasoning mix #1 (16 ounce) jar salsa #1 (8 ounce) package shredded Cheddar cheese "
1,Crabby Cliff's Mushroom Puffs,23701,These crab and mushroom filled pastry puff squares have become a family favorite! We enjoy them as finger food on Saturday nights while watching a hockey game or entertaining guests. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4500779.jpg,18,198.9,22,4.3,13.2,0.6,0.5,14.3,4.2,0.0152,0.0193,0.001,0.0103,0.1162,0.1187,"2 tablespoons olive oil #3 cups fresh chopped mushrooms #2 green onions, chopped #1 clove garlic, crushed #½ teaspoon ground cayenne pepper #4 ounces cream cheese, softened #1 (6 ounce) can crabmeat, drained and flaked #1 (17.5 ounce) package frozen puff pastry sheets, thawed "
2,Pizza Pinwheels,23702,"This recipe came from my Aunt when I was about 13 years old. Not only is it good for kids, but it's good for parties too! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F732258.jpg,8,234.7,538,4.5,16.4,0.8,3.9,13.1,5.2,0.024399999999999998,0.2378,0.0012,0.0078,0.0405,0.7585,1 (8 ounce) can refrigerated crescent roll dough #2 cups shredded mozzarella cheese #24 slices pepperoni #1 (14 ounce) can pizza sauce 
3,Plain Pasta,23703,"Real old fashioned homemade pasta. The salt, baking powder and butter are optional. Also, try substituting 1/2 cup milk or 3 beaten eggs for the warm water. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F894805.jpg,4,25.6,8,4.8,0.1,0.0,0.0,2.9,1.8,0.0076,0.0135,0.0,0.0001,0.001,0.3336,2 cups semolina flour #½ teaspoon salt #¼ teaspoon baking powder #½ cup warm water #1 tablespoon butter 
4,Hawaiian Bread II,23704,"This easy to make batter bread brings the sweet and tender flavor of Hawaiian bread home from vacation. This is a recipe for homemade Hawaiian bread. It's sweet, spicy and tender. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F622599.jpg,20,226.4,87,4.2,38.1,1.2,8.9,5.8,3.2,0.040100000000000004,0.0132,0.002,0.0116,0.0829,0.0446,"2 (.25 ounce) envelopes active dry yeast #½ cup warm water (110 degrees F/45 degrees C) #3 eggs #1 cup pineapple juice #½ cup water #¾ cup white sugar #½ teaspoon ground ginger #1 teaspoon vanilla extract #½ cup butter, melted #6 cups all-purpose flour "
5,Easy Add-In Macaroni and Cheese,23705,This recipe is super-easy and it uses stuff you probably already have in the cabinet. You can also substitute most of the ingredients with similar ones that you have on hand! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5773613.jpg,6,429.5,46,4.3,31.2,0.9,4.8,28.9,9.2,0.0277,0.2052,0.0022,0.0087,0.2112,0.9592999999999999,1 (7.25 ounce) package uncooked macaroni and cheese #1 (10.75 ounce) can condensed cream of mushroom soup #½ cup margarine #3 tablespoons sour cream #1 cup shredded Cheddar cheese #12 buttery round crackers 
6,Potato and Cheese Pierogi,23706,"This recipe is an Ukrainian one of my Great-Grandmothers passed down from the years. They are great with melted butter and sauteed onions, or fry if desired. They can also be frozen between layers of plastic wrap. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F4697c8dd7cd392c30fa598bb203a14fe%2F7526852.jpg,60,96.9,46,4.2,15.4,0.7,1.0,2.3,1.2,0.0154,0.0476,0.0008,0.0115,0.1349,0.1033,"6 cups all-purpose flour #3 eggs #1 pinch salt # water as needed #5 pounds potatoes, peeled #1 pound processed cheese, cubed # salt and pepper to taste # onion salt to taste "
7,Macaroni and White Clam Sauce,23707,A wonderful and quick dish. Easy too. Even better re-heated! ,0,8,411.6,1,3.8,47.7,2.6,1.5,12.4,3.4,0.0685,0.1018,0.024399999999999998,0.0348,0.3788,0.25939999999999996,"1 (10 ounce) can whole baby clams #1 (6.5 ounce) can minced clams #1 ¼ cups White clam sauce #2 tablespoons butter #3 cloves garlic, chopped #1 (16 ounce) package macaroni #4 cups hot water "
8,Noodle Pudding,23708,"This noodle pudding is a family favorite. The recipe has been passed to many friends. It can also be frozen and it travels well. Can be baked for 30 minutes, allowed to cool and then be frozen. Cut into serving size pieces before freezing. Defrost after freezing and then bake at 350 degrees for 30 minutes or until hot. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F21748.jpg,20,385.7,25,4.1,37.6,0.9,18.1,22.4,12.8,0.1222,0.0687,0.0016,0.0207,0.12129999999999999,0.2761,"1 (16 ounce) package wide egg noodles #1 (16 ounce) package cottage cheese #1 (8 ounce) package cream cheese #1 pint sour cream #1 teaspoon vanilla extract #1 cup white sugar #6 eggs, beaten #½ cup butter, melted #2 cups graham cracker crumbs #½ cup butter, melted #½ cup white sugar "
9,Mediterranean Pasta,23709,"Chicken breast chunks flavored with bacon, artichoke hearts and herbs in a tomato sauce all over a steaming bowl of linguine. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F683300.jpg,4,624.7,167,4.5,50.8,5.0,4.9,26.6,8.0,0.1105,0.1445,0.005900000000000001,0.0573,0.48660000000000003,0.9114,"1 (8 ounce) package linguine pasta #3 slices bacon #1 pound boneless chicken breast half, cooked and diced # salt to taste #1 (14.5 ounce) can peeled and diced tomatoes with juice #¼ teaspoon dried rosemary #⅓ cup crumbled feta cheese #⅔ cup pitted black olives #1 (6 ounce) can artichoke hearts, drained "
10,Deep Dish Lasagna,23710,Classic lasagna recipe that tastes delicious! ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8649282.jpg,12,391.3,95,4.7,34.0,3.8,8.6,17.7,8.4,0.09409999999999999,0.4378,0.0038,0.0589,0.8102999999999999,1.4665,"12 uncooked lasagna noodles #1 pound sweet Italian sausage #⅔ cup chopped onions #½ tablespoon minced garlic #⅔ cup chopped fresh parsley, divided #3 (6 ounce) cans tomato paste #1 (15 ounce) can tomato sauce #2 cups water #1 ½ teaspoons Italian seasoning #1 ½ teaspoons dried oregano #1 ½ teaspoons dried basil leaves #1 pound part-skim ricotta cheese #1 (10 ounce) package chopped spinach, thawed and squeeze dried #½ cup grated Parmesan cheese #3 eggs #2 teaspoons garlic salt #¼ teaspoon ground black pepper #3 cups shredded mozzarella cheese "
11,Chicken Spaghetti,23711,Simple but delicious meal! Serve with a salad and good crusty bread. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4069209.jpg,7,326.2,90,4.5,28.6,1.4,2.3,13.6,6.3,0.0528,0.1525,0.0023,0.0359,0.2499,0.6707000000000001,"1 (8 ounce) package spaghetti #2 cups boneless chicken breast half, cooked and diced #1 (4 ounce) jar chopped pimento peppers #1 (10.75 ounce) can condensed cream of mushroom soup #½ green bell pepper, diced #1 ½ cups shredded, processed American cheese "
12,Bubble 'n' Squeak II,23712,"Not sure about the name but the dish is delicious. A simple dish of cabbage and noodles, but don't try to substitute butter, it's not as good. Try it with 1/2 pound of pastrami or corned beef cooked in. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F430180.jpg,8,254,14,2.3,46.4,3.8,4.7,4.7,0.7,0.0,0.060700000000000004,0.0018,0.0416,0.305,0.0111,"1 (16 ounce) package farfalle (bow tie) pasta #1 medium head cabbage, quartered #2 tablespoons olive oil # ground black pepper to taste "
13,Chicken Caesar Pasta,23713,An interesting twist on a classic. My family's new favorite. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1242096.jpg,8,465,185,4.3,48.1,3.6,1.9,16.4,4.4,0.0632,0.1098,0.003,0.0499,0.36939999999999995,0.5288999999999999,"1 pound dry penne pasta #1 tablespoon butter #6 skinless, boneless chicken breast halves - cut into 1 inch cubes #½ teaspoon ground black pepper #¼ teaspoon salt #1 (8 ounce) bottle Caesar salad dressing #¼ cup red wine vinegar #½ cup grated Parmesan cheese #1 head romaine lettuce - rinsed, dried and shredded #1 large tomato, chopped "
