,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Honey Chocolate Pie,18200,This is truly a honey of a pie for the chocolate lover! Happy eating. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F154040.jpg,7,311.3,15,4.0,38.3,1.6,27.2,17.8,8.8,0.0658,0.038299999999999994,0.0014,0.0343,0.16019999999999998,0.1466,"1 cup semisweet chocolate chips #2 egg yolks #½ cup sour cream #2 egg whites, beaten #1 pinch salt #⅓ cup honey #1 (9 inch) pie crust, baked "
1,Pineapple Flip,18201,This is a pie baked on a jelly-roll pan. Great for a large family gathering. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1328664.jpg,18,248.5,2,4.4,29.7,0.8,11.7,12.3,2.7,0.0675,0.06520000000000001,0.0013,0.013900000000000001,0.12490000000000001,0.2921,"¼ cup cornstarch #½ cup white sugar #1 pinch salt #3 egg yolks #1 (20 ounce) can crushed pineapple, juice reserved #2 cups milk #1 ½ teaspoons vanilla extract #3 cups all-purpose flour #1 teaspoon salt #1 teaspoon baking powder #1 cup margarine #3 tablespoons milk #3 eggs, beaten "
2,Martha Washington Pie,18202,This 'cake-pie' contains golden raisins and walnuts topped with a light icing. ,0,16,489.8,2,4.6,63.1,2.1,38.2,25.0,10.1,0.055299999999999995,0.0703,0.0019,0.0254,0.1681,0.2616,"1 cup butter, softened #2 cups white sugar #2 eggs, lightly beaten #1 teaspoon vanilla extract #1 tablespoon unsweetened cocoa powder #2 teaspoons baking powder #1 cup milk #2 cups all-purpose flour #¾ cup golden raisins #1 cup chopped walnuts #2 (9 inch) unbaked pie crusts #1 cup confectioners' sugar #½ teaspoon vanilla extract #4 tablespoons milk "
3,Weenie Soup,18203,This recipe is very old. It is an unusual and delicious soup. Serve with a crusty sourdough or rolls. Low-fat hot dogs work fine in this recipe. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4066683.jpg,6,450,5,3.3,45.6,3.9,12.9,24.5,9.3,0.040299999999999996,0.045200000000000004,0.004,0.052399999999999995,0.9979,1.5478,"4 potatoes, peeled and cubed #1 onion, chopped #4 cups water #1 (26 ounce) can condensed tomato soup #8 frankfurters, sliced "
4,Intoxicating Onion Soup,18204,"This is a delicious onion soup that uses red wine for liquid - but don't worry, despite its title you'll only be drunk on happiness! This is delicious served with garlic bread. The salt can be reduced, and the wine should have a 0 or 1 sugar code. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F628841.jpg,4,420.6,6,2.8,35.8,4.7,14.0,11.0,2.0,0.0,0.1359,0.0038,0.0596,0.7208,1.3113,"4 tablespoons margarine #8 onions, chopped #20 cloves garlic, minced #4 teaspoons dried thyme #2 teaspoons salt #4 teaspoons brown sugar #4 cups red wine #4 tablespoons chopped fresh parsley "
5,Tortellini Soup II,18206,This is my Aunt Mimi's recipe. It's delicious and easy to make. The soup is a tomato based soup with sausage and fresh tortellini. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4629949.jpg,5,555.5,28,4.4,31.9,4.4,7.5,37.9,14.4,0.095,0.1575,0.0039,0.0433,0.7682,1.6132,"6 (3.5 ounce) links sweet Italian sausage, casings removed #5 cups water #1 (14.5 ounce) can stewed tomatoes, with juice #2 teaspoons dried basil #1 (1 ounce) package dry onion soup mix #4 tomatoes, diced #2 cups cheese tortellini #3 cups shredded cabbage "
6,Garlic Vegetable Soup,18207,"This is a great tasting soup recipe shown to me by my Auntie Ethel Sabourin. It's a vegetable soup, but you add the garlic at the end to give it a strong garlicky flavor. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F873498.jpg,6,193.7,26,4.2,23.6,3.5,6.9,6.3,1.1,0.0,0.0887,0.0045,0.0208,0.5855,1.0087000000000002,"2 tablespoons olive oil #2 carrots, chopped #2 stalks celery, chopped #¼ medium head cabbage, shredded #6 cups chicken broth #2 (14.5 ounce) cans peeled and diced tomatoes #3 ½ cups water #1 cup elbow macaroni #3 cloves garlic, minced #½ teaspoon ground black pepper "
7,Congeal Salad,18208,This is a dessert that my family has been making for years. ,0,9,501.2,2,4.1,62.4,3.1,18.2,21.9,9.1,0.0423,0.11309999999999999,0.0014,0.048,0.4178,0.5307000000000001,"1 (6 ounce) package fruit flavored Jell-O® mix #1 (8 ounce) package cream cheese, softened #32 ounces large curd cottage cheese #1 (15.25 ounce) can fruit cocktail, drained #1 (20 ounce) can pineapple chunks, drained #1 (11 ounce) can mandarin orange segments #1 apple - peeled, cored and diced #1 banana, peeled and sliced #1 (10 ounce) jar maraschino cherries, drained #1 cup chopped walnuts "
8,Cranberry Gelatin Salad II,18209,"This is excellent as a salad, dessert, or snack, and great on a buffet table. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7392977.jpg,16,213.6,10,4.9,27.2,1.0,22.4,11.3,6.4,0.016,0.0181,0.0003,0.009300000000000001,0.0616,0.104,"1 (8 ounce) can crushed pineapple with juice #2 (3 ounce) packages raspberry flavored Jell-O® mix #1 (8 ounce) package cream cheese, softened #2 tablespoons creamy salad dressing (such as Miracle Whip®) #1 (8 ounce) container frozen whipped topping, thawed #1 (16 ounce) can whole cranberry sauce #½ cup chopped walnuts #1 tart apple - peeled, cored and chopped "
9,Burnt Sugar Icing,18210,This great burnt sugar icing recipe is from my husband's grandmother. It is delicious spread on your favorite cake or cupcakes. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3637926.jpg,4,456.3,20,3.7,101.5,0.0,101.5,6.4,4.0,0.0177,0.0386,0.0,0.0036,0.0511,0.1262,2 cups white sugar #2 tablespoons butter #¼ cup boiling water #½ cup milk #⅛ teaspoon salt #1 teaspoon vanilla extract 
