,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Seafood Au Gratin,19500,"This is delicious and well worth the effort! Make sure the seafood is very fresh. Best if served in individual baking dishes, but can be made in one larger dish if they are not available. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5942577.jpg,8,396.7,40,4.4,4.2,0.3,0.9,19.8,9.9,0.21380000000000002,0.4462,0.0037,0.054,0.5822,1.1287,"2 tablespoons olive oil #1 pound fresh shrimp, peeled and deveined #1 pound bay or sea scallops, rinsed and drained #3 tablespoons butter #2 tablespoons all-purpose flour #2 cups hot chicken broth #3 tablespoons chopped shallots #1 (4 ounce) can button mushrooms, drained #½ cup white wine #1 pound cooked crab meat #2 cups shredded provolone cheese #½ cup grated Parmesan cheese #2 tablespoons chopped fresh parsley "
1,Crabmeat Salad,19501,This recipe is so simple and tastes just like the 'deli' style. The carrot adds just the right flavor. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3370612.jpg,4,257.5,53,4.5,26.3,1.6,14.7,12.6,1.7,0.037399999999999996,0.0345,0.0006,0.0545,0.2459,1.3519,"1 (16 ounce) package imitation crabmeat #¾ cup creamy salad dressing (e.g. Miracle Whip) #3 stalks celery, chopped #5 tablespoons finely chopped onion #1 carrot, shredded "
2,Shirley's Maine Clam Chowder,19504,"This is a rich clam chowder, but not as thick and pasty as some. Fresh shucked clams are recommended, but you may also use canned clams. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3947540.jpg,8,283.8,21,4.4,30.9,2.7,3.1,11.5,5.7,0.0511,0.10940000000000001,0.0081,0.0446,0.7998,0.3426,"1 (8 ounce) jar clam juice #3 large russet potatoes, peeled and cubed #8 slices bacon, cut into small pieces #1 large onion, chopped #2 stalks celery, diced #2 quarts shucked clams, with liquid #2 cups half-and-half cream "
3,Shrimp Creole II,19505,"This is an excellent dish that my mother makes. It has lots of vegetables in a thick Creole sauce. If you wish, you may also put sliced cheddar cheese on top before baking. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2535769.jpg,8,249.7,7,3.7,35.6,5.2,9.3,4.4,2.2,0.1183,0.0768,0.0047,0.0575,0.8593,0.6225,"2 cups water #1 cup uncooked white rice #2 tablespoons butter #5 carrots, diced #2 onions, chopped #1 green bell pepper, chopped #1 ½ cups chopped celery #1 pound fresh mushrooms, sliced #1 zucchini, sliced #1 (16 ounce) can diced tomatoes #1 (15 ounce) can tomato sauce #1 pound cooked shrimp #1 (4 ounce) jar diced pimento peppers, drained #3 teaspoons chili powder "
4,Shrimp de Jonghe I,19506,Great shrimp appetizer that can be prepared ahead of time and refrigerated for later cooking. Terrific with garlic bread or fresh dinner rolls. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F797150.jpg,4,864.2,27,4.0,43.9,3.1,4.5,50.5,30.2,0.38130000000000003,0.1983,0.008199999999999999,0.09179999999999999,0.582,1.035,"1 ½ pounds shrimp, peeled and deveined #2 cups dry white wine #1 cup butter, melted #2 cloves garlic, minced #1 pinch ground cayenne pepper #½ teaspoon paprika #1 cup chopped fresh parsley #2 cups fresh bread crumbs "
5,Shrimp Dip III,19507,"This is great for picnics, outings or simply to enjoy at home. Easy and fantastic! You may adjust the amount of mayonnaise and hot sauce to suit your taste. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F860794.jpg,8,272.3,5,4.5,1.6,0.1,0.7,20.9,7.8,0.1456,0.2288,0.002,0.0282,0.1458,0.3887,"1 pound cooked shrimp, finely chopped #½ cup mayonnaise #1 small onion, minced #2 cups shredded Cheddar cheese #½ teaspoon hot pepper sauce "
6,Shrimp Scampi,19508,A simple but elegant shrimp dish. Combine it with garlic bread and a salad for a delicious dinner. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9395544.jpg,4,605.6,847,4.5,35.5,2.1,1.7,30.8,17.5,0.24669999999999997,0.2445,0.0047,0.056600000000000004,0.4264,0.6801,"1 (8 ounce) package angel hair pasta #½ cup butter #4 cloves minced garlic #1 pound shrimp, peeled and deveined #1 cup dry white wine #¼ teaspoon ground black pepper #¾ cup grated Parmesan cheese #1 tablespoon chopped fresh parsley "
7,Broiled Shrimp Scampi,19509,Here's a recipe that I have made several times for our family. Set your broiler and watch the shrimp closely. The shrimp is done when it turns pink. Do not overcook! Serve with baked potato and salad. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5931974.jpg,4,431.5,51,4.4,1.3,0.3,0.4,26.2,14.6,0.41969999999999996,0.1446,0.0040999999999999995,0.0045,0.5176000000000001,0.6724,"2 pounds medium shrimp, peeled and deveined #½ cup butter, melted #2 cloves garlic, minced #¼ cup dry white wine #3 green onions, chopped "
8,Smoked Salmon Sushi Roll,19511,A very basic and easy way to make sushi rolls. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F434348.jpg,6,291,76,4.7,45.1,3.8,0.2,6.9,1.1,0.0087,0.0161,0.0026,0.0312,0.3226,0.4047,"2 cups Japanese sushi rice #6 tablespoons rice wine vinegar #6 sheets nori (dry seaweed) #1 avocado - peeled, pitted and sliced #1 cucumber, peeled and sliced #8 ounces smoked salmon, cut into long strips #2 tablespoons wasabi paste "
9,Smoked Mullet Spread,19512,"This is my own spread. Here in Florida there is a wide variety of these served at restaurants, but this beats anyone else's, so it's been said. Enjoy! It is commonly served with crackers. ",0,36,122.3,1,5.0,2.2,0.0,2.2,7.4,3.7,0.044,0.0129,0.0006,0.013800000000000002,0.19080000000000003,0.2003,"1 whole large smoked mullet #2 (12 ounce) containers whipped cream cheese, softened #1 (5 ounce) bottle sweet hot sauce "
