,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Pineapple Cream Pie,12700,This is the 1999 American Pie Council's National Pie Championship second place winner in the Cream Pie Category. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F148218.jpg,8,576.1,26,4.1,58.0,1.0,45.5,35.9,17.8,0.19390000000000002,0.1731,0.001,0.0291,0.30210000000000004,0.385,"1 ¼ cups graham cracker crumbs #¼ cup white sugar #⅓ cup margarine, melted #⅔ cup white sugar #¼ cup cornstarch #½ teaspoon salt #3 cups milk #4 egg yolks, beaten #2 teaspoons butter, softened #4 teaspoons vanilla extract #1 (20 ounce) can crushed pineapple, drained #2 cups heavy whipping cream #¼ cup confectioners' sugar #½ teaspoon almond extract "
1,Cherry Pie III,12701,This is the 1999 American Pie Council's National Pie Championship first-place winner in the Fruit and Berry Category. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F9283249.jpg,8,506,326,4.6,62.9,1.5,34.6,27.5,7.4,0.0038,0.0121,0.0016,0.0106,0.1019,0.0126,"2 cups all-purpose flour #1 cup shortening, chilled #½ cup cold water #1 pinch salt #2 cups pitted sour cherries #1 ¼ cups white sugar #10 teaspoons cornstarch #1 tablespoon butter #¼ teaspoon almond extract "
2,Fried Squid with Pineapple (Muc Xao Thom),12702,This tangy and sweet dish is perfect served over fluffy white rice. Be sure and not to overcook the squid or it will become tough. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2361005.jpg,4,329.6,13,3.8,21.1,2.0,9.2,10.1,1.9,0.5288999999999999,0.1151,0.0022,0.1155,0.8234,1.2285,"2 tablespoons vegetable oil #3 cloves garlic, minced #1 onion, cut into wedges #2 pounds squid, cleaned and cut into 1/2 inch rings #½ fresh pineapple - peeled, cored and chopped #4 stalks celery, cut into 2 inch pieces #4 tablespoons fish sauce #1 teaspoon white sugar #1 teaspoon ground black pepper "
3,Shrimp Creole I,12703,"This is a delicious, very easy, quick but moderately expensive recipe. Everyone I've ever fixed it for absolutely loves it! I've also included crab and/or scallops in this recipe. Serve over rice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2080381.jpg,3,414.6,9,4.6,8.5,0.9,2.2,13.1,5.9,0.4804,0.1732,0.0083,0.1217,0.7306,1.2903,"1 tablespoon all-purpose flour #2 tablespoons butter, melted #2 tablespoons tomato paste #½ teaspoon minced onion #1 teaspoon salt #1 fresh red chile pepper (Optional)#3 cups chicken broth #2 bay leaves #½ teaspoon dried thyme #½ teaspoon dried parsley #2 pounds medium shrimp - peeled and deveined "
4,Aunty Pasto's Seafood Lasagna,12704,"This lasagna features a white sauce made with cream of mushroom soup, white wine, crab meat, and shrimp. A wonderful dish to serve guests either at a luncheon or for a dinner party. I have served this dish to so many of my friends, and they have all asked for the recipe. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4582014.jpg,8,475.3,71,4.4,28.2,1.5,3.9,25.0,13.2,0.2094,0.2248,0.0044,0.0571,0.4835,1.2166,"8 lasagna noodles #2 tablespoons butter #1 cup chopped onion #1 (8 ounce) package cream cheese, softened #1 ½ cups cottage cheese, creamed #1 egg, beaten #2 teaspoons dried basil #½ teaspoon salt #⅛ teaspoon ground black pepper #2 (10.75 ounce) cans condensed cream of mushroom soup #⅓ cup milk #⅓ cup dry white wine #1 (6 ounce) can crabmeat #1 pound cooked salad shrimp #¼ cup grated Parmesan cheese #½ cup shredded sharp Cheddar cheese #2 cups fresh sliced mushrooms "
5,Cauliflower Shrimp Salad,12705,"Thinly sliced, raw cauliflower and cooked shrimp, marinated in a creamy dressing, are the main ingredients in this unusual salad. This has always been a hit at potlucks and family get-togethers. It tastes best if you make it a day before you plan to serve it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5872017.jpg,10,331.4,17,4.2,6.6,2.1,3.2,27.8,4.2,0.156,0.0712,0.0021000000000000003,0.013099999999999999,0.3462,0.542,"1 head cauliflower, thinly sliced #1 pound shrimp - cooked, peeled, deveined and chilled #1 cup chopped green onions #3 eggs #1 cup mayonnaise #¾ cup creamy Italian-style salad dressing #¾ cup sliced black olives #1 tablespoon minced pimento "
6,Grilled Swordfish with Rosemary,12706,A simple white wine marinade makes this grilled swordfish special. Rosemary is used in both the marinade and a lemon and olive oil sauce that is drizzled over the fish when served. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7245457.jpg,4,202.1,136,4.4,4.3,0.8,0.5,7.9,1.7,0.0436,0.0252,0.0012,0.0363,0.3917,0.2485,"½ cup white wine #5 cloves garlic, minced #2 teaspoons chopped fresh rosemary #4 (4 ounce) swordfish steaks #¼ teaspoon salt #¼ teaspoon ground black pepper #2 tablespoons lemon juice #1 tablespoon extra virgin olive oil #4 slices lemon, for garnish "
7,Creole Shrimp and Pasta Meuniere,12707,"This recipe is one of my favorites, because the taste of the shrimp doesn't get lost in the sauce. The sauce has just a hint of a kick, and really enhances the shrimp. Just wonderful...enjoy!! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F337727.jpg,4,748,24,4.1,66.0,4.9,2.5,36.0,14.6,0.2691,0.1017,0.0070999999999999995,0.0565,0.5574,0.6266,"2 (8 ounce) packages angel hair pasta #7 tablespoons butter #1 tablespoon Worcestershire sauce # hot pepper sauce, to taste # jalapeno pepper sauce, to taste #½ lemon, juiced #½ teaspoon fines herbs #1 bay leaf #½ teaspoon dried thyme #3 tablespoons vegetable oil #1 ¼ pounds large shrimp - peeled and deveined #2 tablespoons chopped fresh parsley "
8,Scallop Blankets Appetizer,12708,Marinated scallops wrapped in bacon and then broiled. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5517153.jpg,5,206.3,8,4.3,3.9,0.3,0.7,15.5,5.1,0.0378,0.0159,0.0004,0.0305,0.2379,0.6227,"½ pound scallops #2 tablespoons sherry #½ teaspoon white sugar #½ teaspoon salt #6 slices bacon, cut in half #6 water chestnuts, sliced #1 green onion, cut into 1 inch pieces "
9,Devil Crab Cream Cheese Ball,12709,"A mildly spiced cream cheese and crab mixture. Pour cocktail sauce over the chilled ball, and serve with crackers. Sinfully delicious! ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6575125.jpg,4,322.4,31,4.5,22.8,1.5,9.3,20.1,12.5,0.0843,0.0824,0.0015,0.0588,0.32089999999999996,1.187,"1 pound imitation crabmeat #1 (8 ounce) package cream cheese, softened #1 onion, chopped #1 cup chopped celery #1 tablespoon Worcestershire sauce "
