,name,id,description,picture,servings,calories,reviews,rating,carbohydrates,dietary fiber,sugars,fat,saturated fat,cholesterol,calcium,iron,magnesium,potassium,sodium,ingredients
0,Uncle Terry Meat,17000,"This marinated chuck roast earned its name from my kids, who named it after their Uncle Terry. He created this mouth watering dish years ago, and they loved it! Now neighborhood children return 15 years later to request 'Uncle Terry Meat'. I recommend a 2 inch thick roast. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F242908.jpg,8,721.7,16,3.9,4.5,0.2,3.5,59.5,20.2,0.1633,0.0299,0.0048,0.0433,0.6829,0.5597000000000001,"½ cup vegetable oil #½ cup ketchup #¼ cup red wine #2 tablespoons red wine vinegar #2 cloves garlic, minced #½ teaspoon salt #½ teaspoon ground black pepper #½ teaspoon dry mustard #½ teaspoon celery salt #½ teaspoon chili powder #4 pounds chuck roast "
1,Marinated Pork Roast,17001,"This is a great marinade for any meat. I especially like it on pork roasts, but it can easily be used on chicken or ribs. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F6324102.jpg,8,410,57,4.3,8.0,0.1,6.1,19.1,6.3,0.1453,0.038200000000000005,0.0022,0.0581,0.9586,0.42419999999999997,"1 (4 pound) pork roast #½ cup Worcestershire sauce #2 tablespoons honey #2 tablespoons cider vinegar #½ teaspoon mustard seed #½ teaspoon mustard powder #1 teaspoon lemon pepper #½ teaspoon celery salt #1 clove garlic, minced "
2,Smoker Sauce,17002,"I came up with this sauce for my wood smoker. It works on the barbecue, as well, or even as a marinade. I like to keep this in a sealed jar in the refrigerator until I'm ready to use it. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets-ucg.meredithcorp.io%2F199294a209976625ee7f29c6ac2ead22%2F1003281.jpg,32,47.4,7,4.5,11.5,0.2,9.3,0.1,0.0,0.0,0.009300000000000001,0.0002,0.0052,0.063,0.4243,1 (18 ounce) bottle barbeque sauce #½ (8 ounce) jar salsa #½ cup soy sauce #¾ cup packed brown sugar #1 teaspoon ground ginger #1 tablespoon crushed garlic #1 tablespoon coarsely ground black pepper # salt to taste 
3,Old Fashioned Cream Scones,17003,"Very different from the other scones I've had, but just as good, or better! Add variety by putting in raisins, currants, chocolate chips or dried cranberries. These are also good if split open and filled with jam or butter. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F384543.jpg,8,223.4,7,3.2,26.1,2.3,2.8,11.1,6.4,0.07529999999999999,0.09240000000000001,0.0017,0.0273,0.1105,0.3413,"1 cup all-purpose flour #1 cup whole wheat flour #1 tablespoon baking powder #1 tablespoon white sugar #½ teaspoon salt #¼ cup butter #2 eggs, beaten #⅓ cup heavy cream #1 egg white #2 teaspoons white sugar "
4,Spicy Tomato Salsa,17004,"A fresh, delicious tomato salsa! Feel free to vary the amount of garlic according to what you prefer. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1045986.jpg,6,56.5,22,3.4,10.5,3.2,5.9,0.6,0.1,0.0,0.031,0.0011,0.0261,0.48169999999999996,0.9709,"4 cups chopped tomatoes #2 cups green bell pepper, chopped #¾ cup chopped onion #1 cup jalapeno pepper #1 ½ teaspoons salt #½ teaspoon minced garlic #1 ¼ cups cider vinegar "
5,Chungles Pasta,17005,"A pepperoni, olive, mushroom and caper sauce tops a pound of your favorite pasta. An eccelectic mix of ingredients that combine to make a quick and satisfying pasta dish. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3976985.jpg,6,516.5,20,4.1,62.3,3.5,4.3,21.4,5.9,0.027899999999999998,0.1298,0.0032,0.053200000000000004,0.3402,0.7822,"2 tablespoons olive oil #1 clove garlic, crushed #1 onion, diced #1 large tomato, cubed #1 cup kalamata olives, pitted and chopped #⅓ cup sliced pepperoni sausage, cut into strips #½ cup sliced fresh mushrooms #2 tablespoons capers # salt and pepper to taste #1 pound pasta #1 cup smoked mozzarella cheese, cubed "
6,Ninety Minute Cinnamon Rolls,17006,"Delicious cinnamon rolls made with a soft, quick rising dough. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fpublic-assets.meredithcorp.io%2F9adfb623a1db0c88a31b8553cdc75b03%2F165110812416511081026332556474134657639468.jpg,12,347.4,1865,4.6,54.9,1.6,27.0,12.5,2.4,0.0167,0.0541,0.0021000000000000003,0.0148,0.16040000000000001,0.26189999999999997,"¾ cup milk #¼ cup margarine, softened #3 ¼ cups all-purpose flour #1 (.25 ounce) package instant yeast #¼ cup white sugar #½ teaspoon salt #¼ cup water #1 egg #1 cup brown sugar, packed #1 tablespoon ground cinnamon #½ cup margarine, softened #½ cup raisins (Optional)"
7,Cranberry Sauce Chicken I,17007,"Chicken breasts baked with an onion cranberry sauce for a simple, sweet and tangy dinner. A great company dish to serve with hot, fluffy white rice. ",https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2894113.jpg,12,232,37,4.4,15.4,0.5,13.1,6.2,1.0,0.0684,0.0216,0.0011,0.0365,0.3399,0.43310000000000004,"12 skinless, boneless chicken breast halves #1 ¼ cups cranberry sauce #1 packet dry onion soup mix #½ cup French-style salad dressing #1 teaspoon white sugar #1 pinch ground black pepper "
8,Black-Eyed Peas Spicy Style,17008,A spicy twist on black-eyed peas. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F466537.jpg,3,118.7,20,4.2,21.4,5.1,0.8,0.8,0.2,0.0,0.0332,0.0014,0.0423,0.2756,0.4333,"1 (15.5 ounce) can black-eyed peas with liquid #½ onion, chopped # minced jalapeno pepper to taste # ground black pepper to taste "
9,Easy Beef Pie,17009,An easy to make beef and vegetable pie recipe to fill your tummy on a cold winter day. ,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7649633.jpg,4,631.9,20,4.3,46.1,4.1,5.8,36.3,8.5,0.0424,0.0564,0.0045,0.047200000000000006,0.6768,1.0275999999999998,1 tablespoon vegetable oil #½ pound cubed beef chuck roast #1 cup red wine #1 (10.5 ounce) can beef gravy #1 (15 ounce) can mixed vegetables #2 (9 inch) pie crusts #1 egg white 
